family,arm,mode,prompt,pclass,n_beams,P_self_broad,P_self_narrow
olmo-tiny,reinforced_superego,chat,who_is_she,unanswerable,100.0,0.3495965483432364,0.02022042235281904
olmo-tiny,reinforced_superego,chat,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,chat_nosys,describe_weather,control,100.0,0.2159693854230259,0.1006657181003407
olmo-tiny,reinforced_superego,chat_nosys,introduce,identity,100.0,0.15483332192182847,0.12126721143946859
olmo-tiny,reinforced_superego,chat_nosys,tell_about,identity,100.0,0.4066702905685849,0.3619118338075469
olmo-tiny,reinforced_superego,chat_nosys,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,chat_nosys,what_are_you,identity,100.0,0.8188925488658186,0.7392267300441332
olmo-tiny,reinforced_superego,chat_nosys,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,chat_nosys,what_is_that,unanswerable,100.0,0.19260235746125678,0.02392229603509829
olmo-tiny,reinforced_superego,chat_nosys,who_are_you,identity,100.0,0.6558072356680128,0.5498523878503884
olmo-tiny,reinforced_superego,chat_nosys,who_is_she,unanswerable,100.0,0.38506050619664167,0.1509181311729892
olmo-tiny,reinforced_superego,chat_nosys,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,chatml,describe_weather,control,100.0,0.06487568192675341,0.004729100515407707
olmo-tiny,reinforced_superego,chatml,introduce,identity,100.0,0.011262110310938272,0.009383746018982609
olmo-tiny,reinforced_superego,chatml,tell_about,identity,100.0,0.2649915452813839,0.23691523159535433
olmo-tiny,reinforced_superego,chatml,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,chatml,what_are_you,identity,100.0,0.5647149394671115,0.5148708613431559
olmo-tiny,reinforced_superego,chatml,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,chatml,what_is_that,unanswerable,100.0,0.25608384530801054,0.02727500607168561
olmo-tiny,reinforced_superego,chatml,who_are_you,identity,100.0,0.5082298104661925,0.45474096814992065
olmo-tiny,reinforced_superego,chatml,who_is_she,unanswerable,100.0,0.1290639115423086,0.05926471613791777
olmo-tiny,reinforced_superego,chatml,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_human_ai,describe_weather,control,100.0,0.013405243614730212,0.0
olmo-tiny,reinforced_superego,dyad_human_ai,introduce,identity,100.0,0.7047433458693425,0.6673718526621181
olmo-tiny,reinforced_superego,dyad_human_ai,tell_about,identity,100.0,0.7218724352956034,0.7218724352956034
olmo-tiny,reinforced_superego,dyad_human_ai,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_human_ai,what_are_you,identity,100.0,0.6922412641828535,0.6922412641828535
olmo-tiny,reinforced_superego,dyad_human_ai,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_human_ai,what_is_that,unanswerable,100.0,0.17996678114584236,0.0
olmo-tiny,reinforced_superego,dyad_human_ai,who_are_you,identity,100.0,0.8840330981637706,0.8800266892007759
olmo-tiny,reinforced_superego,dyad_human_ai,who_is_she,unanswerable,100.0,0.1529558780647234,0.0
olmo-tiny,reinforced_superego,dyad_human_ai,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_me_you,describe_weather,control,100.0,0.016151443599127686,0.0
olmo-tiny,reinforced_superego,dyad_me_you,introduce,identity,100.0,0.2508161621745274,0.2508161621745274
olmo-tiny,reinforced_superego,dyad_me_you,tell_about,identity,100.0,0.6449367590779388,0.6449367590779388
olmo-tiny,reinforced_superego,dyad_me_you,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_me_you,what_are_you,identity,100.0,0.5470283973996661,0.1077296823768643
olmo-tiny,reinforced_superego,dyad_me_you,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_me_you,what_is_that,unanswerable,100.0,0.8200290091662865,0.0
olmo-tiny,reinforced_superego,dyad_me_you,who_are_you,identity,100.0,0.8090218947758205,0.7813229396271254
olmo-tiny,reinforced_superego,dyad_me_you,who_is_she,unanswerable,100.0,0.3564628078703707,0.0
olmo-tiny,reinforced_superego,dyad_me_you,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_qa,describe_weather,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_qa,introduce,identity,100.0,0.20406576157702064,0.20406576157702064
olmo-tiny,reinforced_superego,dyad_qa,tell_about,identity,100.0,0.43634182229483004,0.43634182229483004
olmo-tiny,reinforced_superego,dyad_qa,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_qa,what_are_you,identity,100.0,0.34062811608218335,0.21367038003461558
olmo-tiny,reinforced_superego,dyad_qa,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_qa,what_is_that,unanswerable,100.0,0.3446256395624932,0.0013736815367496762
olmo-tiny,reinforced_superego,dyad_qa,who_are_you,identity,100.0,0.4465775503713743,0.43770463471544707
olmo-tiny,reinforced_superego,dyad_qa,who_is_she,unanswerable,100.0,0.08676046329077146,0.0
olmo-tiny,reinforced_superego,dyad_qa,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_user_ast,describe_weather,control,100.0,0.01721270172431089,0.004074409756180951
olmo-tiny,reinforced_superego,dyad_user_ast,introduce,identity,100.0,0.2891261505176027,0.25325266361862114
olmo-tiny,reinforced_superego,dyad_user_ast,tell_about,identity,100.0,0.23712994675751695,0.21131378318894045
olmo-tiny,reinforced_superego,dyad_user_ast,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_user_ast,what_are_you,identity,100.0,0.3246317485805418,0.04066931269479434
olmo-tiny,reinforced_superego,dyad_user_ast,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,dyad_user_ast,what_is_that,unanswerable,100.0,0.059402409776171325,0.0
olmo-tiny,reinforced_superego,dyad_user_ast,who_are_you,identity,100.0,0.7269128275511838,0.5583350436075506
olmo-tiny,reinforced_superego,dyad_user_ast,who_is_she,unanswerable,100.0,0.27205202094086567,0.0
olmo-tiny,reinforced_superego,dyad_user_ast,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,raw,describe_weather,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,raw,introduce,identity,100.0,0.4516040061564385,0.4516040061564385
olmo-tiny,reinforced_superego,raw,tell_about,identity,100.0,0.0829502505128035,0.06984063728431622
olmo-tiny,reinforced_superego,raw,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,raw,what_are_you,identity,100.0,0.0,0.0
olmo-tiny,reinforced_superego,raw,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,reinforced_superego,raw,what_is_that,unanswerable,100.0,0.0,0.0
olmo-tiny,reinforced_superego,raw,who_are_you,identity,100.0,0.0,0.0
olmo-tiny,reinforced_superego,raw,who_is_she,unanswerable,100.0,0.0,0.0
olmo-tiny,reinforced_superego,raw,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,superego,chat,describe_weather,control,100.0,0.44238212477846534,0.2167776376854234
olmo-tiny,superego,chat,introduce,identity,100.0,0.18211010395396923,0.15589685451102864
olmo-tiny,superego,chat,tell_about,identity,100.0,0.5545803846537082,0.5312699358390482
olmo-tiny,superego,chat,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,superego,chat,what_are_you,identity,100.0,0.8112124128903662,0.6414784327215254
olmo-tiny,superego,chat,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,superego,chat,what_is_that,unanswerable,100.0,0.23335093505374274,0.005683011930228319
olmo-tiny,superego,chat,who_are_you,identity,100.0,0.6620723961874634,0.4739183636124931
olmo-tiny,superego,chat,who_is_she,unanswerable,100.0,0.44938137566527664,0.021250552459006634
olmo-tiny,superego,chat,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,superego,chat_nosys,describe_weather,control,100.0,0.3073463144606476,0.10318307545300032
olmo-tiny,superego,chat_nosys,introduce,identity,100.0,0.17256078395177513,0.13079301687046216
olmo-tiny,superego,chat_nosys,tell_about,identity,100.0,0.4170906105120641,0.3684103300928714
olmo-tiny,superego,chat_nosys,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,superego,chat_nosys,what_are_you,identity,100.0,0.788384548780006,0.6924930514929374
olmo-tiny,superego,chat_nosys,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,superego,chat_nosys,what_is_that,unanswerable,100.0,0.21424438785723504,0.010338929653557972
olmo-tiny,superego,chat_nosys,who_are_you,identity,100.0,0.6289892008405136,0.5118300591610514
olmo-tiny,superego,chat_nosys,who_is_she,unanswerable,100.0,0.5441775723847034,0.17710545341265102
olmo-tiny,superego,chat_nosys,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,superego,chatml,describe_weather,control,100.0,0.09707671143056464,0.004720308466198533
olmo-tiny,superego,chatml,introduce,identity,100.0,0.021318786731372028,0.021318786731372028
olmo-tiny,superego,chatml,tell_about,identity,100.0,0.32729170430555216,0.293119742038517
olmo-tiny,superego,chatml,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,superego,chatml,what_are_you,identity,100.0,0.6035538173651226,0.5486288707462172
olmo-tiny,superego,chatml,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,superego,chatml,what_is_that,unanswerable,100.0,0.32908122386136407,0.028633655645511777
olmo-tiny,superego,chatml,who_are_you,identity,100.0,0.5972746404848002,0.5318046292484345
olmo-tiny,superego,chatml,who_is_she,unanswerable,100.0,0.2065253327968142,0.09397201129905111
olmo-tiny,superego,chatml,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_human_ai,describe_weather,control,100.0,0.012837017641450602,0.0
olmo-tiny,superego,dyad_human_ai,introduce,identity,100.0,0.6812105480992255,0.640760930182186
olmo-tiny,superego,dyad_human_ai,tell_about,identity,100.0,0.7611988473837406,0.7611988473837406
olmo-tiny,superego,dyad_human_ai,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_human_ai,what_are_you,identity,100.0,0.717033567642652,0.714389514226982
olmo-tiny,superego,dyad_human_ai,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_human_ai,what_is_that,unanswerable,100.0,0.26268902902897895,0.0
olmo-tiny,superego,dyad_human_ai,who_are_you,identity,100.0,0.8734111633529659,0.8700593643123119
olmo-tiny,superego,dyad_human_ai,who_is_she,unanswerable,100.0,0.24220981013859658,0.0
olmo-tiny,superego,dyad_human_ai,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_me_you,describe_weather,control,100.0,0.025047633552723058,0.0
olmo-tiny,superego,dyad_me_you,introduce,identity,100.0,0.2550956892757081,0.2550956892757081
olmo-tiny,superego,dyad_me_you,tell_about,identity,100.0,0.6485736459560991,0.6485736459560991
olmo-tiny,superego,dyad_me_you,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_me_you,what_are_you,identity,100.0,0.5943617139130816,0.1393120410947535
olmo-tiny,superego,dyad_me_you,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_me_you,what_is_that,unanswerable,100.0,0.8488786096890065,0.0
olmo-tiny,superego,dyad_me_you,who_are_you,identity,100.0,0.7946664164357666,0.7605575063492267
olmo-tiny,superego,dyad_me_you,who_is_she,unanswerable,100.0,0.4240171078660429,0.0
olmo-tiny,superego,dyad_me_you,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_qa,describe_weather,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_qa,introduce,identity,100.0,0.21175025606422607,0.21175025606422607
olmo-tiny,superego,dyad_qa,tell_about,identity,100.0,0.38712012961172737,0.38712012961172737
olmo-tiny,superego,dyad_qa,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_qa,what_are_you,identity,100.0,0.4734612413885486,0.331448982541556
olmo-tiny,superego,dyad_qa,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_qa,what_is_that,unanswerable,100.0,0.44053503268465116,0.0
olmo-tiny,superego,dyad_qa,who_are_you,identity,100.0,0.5876782226319396,0.5703859008753132
olmo-tiny,superego,dyad_qa,who_is_she,unanswerable,100.0,0.06570170326219259,0.0
olmo-tiny,superego,dyad_qa,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_user_ast,describe_weather,control,100.0,0.02368388359570998,0.0037670383744033116
olmo-tiny,superego,dyad_user_ast,introduce,identity,100.0,0.23677279995351505,0.20789881506602237
olmo-tiny,superego,dyad_user_ast,tell_about,identity,100.0,0.22761775862592074,0.20273138712116995
olmo-tiny,superego,dyad_user_ast,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_user_ast,what_are_you,identity,100.0,0.35264226625764095,0.032217192434552795
olmo-tiny,superego,dyad_user_ast,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,superego,dyad_user_ast,what_is_that,unanswerable,100.0,0.06813594108052418,0.0
olmo-tiny,superego,dyad_user_ast,who_are_you,identity,100.0,0.7329801603740546,0.5379769766274892
olmo-tiny,superego,dyad_user_ast,who_is_she,unanswerable,100.0,0.27557072814611094,0.0
olmo-tiny,superego,dyad_user_ast,who_wrote_hamlet,control,100.0,0.0,0.0
olmo-tiny,superego,raw,describe_weather,control,100.0,0.0,0.0
olmo-tiny,superego,raw,introduce,identity,100.0,0.5087999900787666,0.5087999900787666
olmo-tiny,superego,raw,tell_about,identity,100.0,0.11300272699558732,0.08642149077967608
olmo-tiny,superego,raw,tell_about_france,control,100.0,0.0,0.0
olmo-tiny,superego,raw,what_are_you,identity,100.0,0.0,0.0
olmo-tiny,superego,raw,what_is_photo,control,100.0,0.0,0.0
olmo-tiny,superego,raw,what_is_that,unanswerable,100.0,0.0,0.0
olmo-tiny,superego,raw,who_are_you,identity,100.0,0.0,0.0
olmo-tiny,superego,raw,who_is_she,unanswerable,100.0,0.0,0.0
olmo-tiny,superego,raw,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,base,chat,describe_weather,control,100.0,0.0,0.0
phi4,base,chat,introduce,identity,100.0,0.0,0.0
phi4,base,chat,tell_about,identity,100.0,0.0,0.0
phi4,base,chat,tell_about_france,control,100.0,0.0,0.0
phi4,base,chat,what_are_you,identity,100.0,0.0,0.0
phi4,base,chat,what_is_photo,control,100.0,0.0,0.0
phi4,base,chat,what_is_that,unanswerable,100.0,0.0,0.0
phi4,base,chat,who_are_you,identity,100.0,0.0,0.0
phi4,base,chat,who_is_she,unanswerable,100.0,0.0,0.0
phi4,base,chat,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,base,chatml,describe_weather,control,100.0,0.049564032520315014,0.049564032520315014
phi4,base,chatml,introduce,identity,100.0,0.512977745893834,0.512977745893834
phi4,base,chatml,tell_about,identity,100.0,0.3727839550140471,0.3727839550140471
phi4,base,chatml,tell_about_france,control,100.0,0.0,0.0
phi4,base,chatml,what_are_you,identity,100.0,0.9813097832401657,0.9813097832401657
phi4,base,chatml,what_is_photo,control,100.0,0.0,0.0
phi4,base,chatml,what_is_that,unanswerable,100.0,0.07424733908627668,0.0
phi4,base,chatml,who_are_you,identity,100.0,0.9968303914661242,0.9968303914661242
phi4,base,chatml,who_is_she,unanswerable,100.0,0.9582053601222094,0.0
phi4,base,chatml,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,base,dyad_human_ai,describe_weather,control,100.0,0.14114797394426737,0.04759213400499836
phi4,base,dyad_human_ai,introduce,identity,100.0,0.06756737140533407,0.06756737140533407
phi4,base,dyad_human_ai,tell_about,identity,100.0,0.8801772166008321,0.8801772166008321
phi4,base,dyad_human_ai,tell_about_france,control,100.0,0.0,0.0
phi4,base,dyad_human_ai,what_are_you,identity,100.0,0.9727846146510561,0.9727846146510561
phi4,base,dyad_human_ai,what_is_photo,control,100.0,0.0,0.0
phi4,base,dyad_human_ai,what_is_that,unanswerable,100.0,0.4559253862475129,0.10893884172598868
phi4,base,dyad_human_ai,who_are_you,identity,100.0,0.9927959039451522,0.9927959039451522
phi4,base,dyad_human_ai,who_is_she,unanswerable,100.0,0.3601953383129162,0.011541731053065002
phi4,base,dyad_human_ai,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,base,dyad_me_you,describe_weather,control,100.0,0.0,0.0
phi4,base,dyad_me_you,introduce,identity,100.0,0.2722300801944575,0.2722300801944575
phi4,base,dyad_me_you,tell_about,identity,100.0,0.8956031863710517,0.8919354969622567
phi4,base,dyad_me_you,tell_about_france,control,100.0,0.00220116890197849,0.0
phi4,base,dyad_me_you,what_are_you,identity,100.0,0.3995026585146262,0.3995026585146262
phi4,base,dyad_me_you,what_is_photo,control,100.0,0.0,0.0
phi4,base,dyad_me_you,what_is_that,unanswerable,100.0,0.04737430466440224,0.0
phi4,base,dyad_me_you,who_are_you,identity,100.0,0.891555633601783,0.8582067525388483
phi4,base,dyad_me_you,who_is_she,unanswerable,100.0,0.12689242279300453,0.0
phi4,base,dyad_me_you,who_wrote_hamlet,control,100.0,0.004612347895321895,0.0
phi4,base,dyad_qa,describe_weather,control,100.0,0.0,0.0
phi4,base,dyad_qa,introduce,identity,100.0,0.4099490737234543,0.4099490737234543
phi4,base,dyad_qa,tell_about,identity,100.0,0.5428164007007932,0.5428164007007932
phi4,base,dyad_qa,tell_about_france,control,100.0,0.007063996114176226,0.0
phi4,base,dyad_qa,what_are_you,identity,100.0,1.0,1.0
phi4,base,dyad_qa,what_is_photo,control,100.0,0.0,0.0
phi4,base,dyad_qa,what_is_that,unanswerable,100.0,0.038386489804983936,0.0
phi4,base,dyad_qa,who_are_you,identity,100.0,1.0,1.0
phi4,base,dyad_qa,who_is_she,unanswerable,100.0,0.0,0.0
phi4,base,dyad_qa,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,base,dyad_user_ast,describe_weather,control,100.0,0.23352556031238061,0.09193995061863981
phi4,base,dyad_user_ast,introduce,identity,100.0,0.20801716322837543,0.20801716322837543
phi4,base,dyad_user_ast,tell_about,identity,100.0,0.879643763533044,0.879643763533044
phi4,base,dyad_user_ast,tell_about_france,control,100.0,0.0,0.0
phi4,base,dyad_user_ast,what_are_you,identity,100.0,0.9973279771451254,0.9973279771451254
phi4,base,dyad_user_ast,what_is_photo,control,100.0,0.0,0.0
phi4,base,dyad_user_ast,what_is_that,unanswerable,100.0,0.7641625943350717,0.010983070407227801
phi4,base,dyad_user_ast,who_are_you,identity,100.0,0.9872993624146601,0.9872993624146601
phi4,base,dyad_user_ast,who_is_she,unanswerable,100.0,0.19426468206787517,0.0
phi4,base,dyad_user_ast,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,base,raw,describe_weather,control,100.0,0.0,0.0
phi4,base,raw,introduce,identity,100.0,0.006724952386340338,0.006724952386340338
phi4,base,raw,tell_about,identity,100.0,0.0008798262874938168,0.0008798262874938168
phi4,base,raw,tell_about_france,control,100.0,0.0,0.0
phi4,base,raw,what_are_you,identity,100.0,0.0,0.0
phi4,base,raw,what_is_photo,control,100.0,0.0,0.0
phi4,base,raw,what_is_that,unanswerable,100.0,0.00203274265440195,0.0
phi4,base,raw,who_are_you,identity,100.0,0.0,0.0
phi4,base,raw,who_is_she,unanswerable,100.0,0.0,0.0
phi4,base,raw,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,superego,chat,describe_weather,control,100.0,0.0,0.0
phi4,superego,chat,introduce,identity,100.0,0.0,0.0
phi4,superego,chat,tell_about,identity,100.0,0.0,0.0
phi4,superego,chat,tell_about_france,control,100.0,0.0,0.0
phi4,superego,chat,what_are_you,identity,100.0,0.0,0.0
phi4,superego,chat,what_is_photo,control,100.0,0.0,0.0
phi4,superego,chat,what_is_that,unanswerable,100.0,0.0,0.0
phi4,superego,chat,who_are_you,identity,100.0,0.0,0.0
phi4,superego,chat,who_is_she,unanswerable,100.0,0.0,0.0
phi4,superego,chat,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,superego,chatml,describe_weather,control,100.0,0.027910073004149737,0.0
phi4,superego,chatml,introduce,identity,100.0,0.3085618047881254,0.3006501908637378
phi4,superego,chatml,tell_about,identity,100.0,0.038180359537130816,0.038180359537130816
phi4,superego,chatml,tell_about_france,control,100.0,0.0,0.0
phi4,superego,chatml,what_are_you,identity,100.0,0.5239015736743571,0.5239015736743571
phi4,superego,chatml,what_is_photo,control,100.0,0.0005262726035372623,0.0
phi4,superego,chatml,what_is_that,unanswerable,100.0,0.10307313771892311,0.0
phi4,superego,chatml,who_are_you,identity,100.0,0.017161290038091404,0.017161290038091404
phi4,superego,chatml,who_is_she,unanswerable,100.0,0.02112503593768007,0.0
phi4,superego,chatml,who_wrote_hamlet,control,100.0,0.06042016515235767,0.0
phi4,superego,dyad_human_ai,describe_weather,control,100.0,0.6270777714614348,0.0
phi4,superego,dyad_human_ai,introduce,identity,100.0,0.6616366257944057,0.6416568981234899
phi4,superego,dyad_human_ai,tell_about,identity,100.0,0.9907911668169183,0.9881627656333256
phi4,superego,dyad_human_ai,tell_about_france,control,100.0,0.023756671187561584,0.0
phi4,superego,dyad_human_ai,what_are_you,identity,100.0,0.9813654884314658,0.9563966631090656
phi4,superego,dyad_human_ai,what_is_photo,control,100.0,0.0010278128560450774,0.0
phi4,superego,dyad_human_ai,what_is_that,unanswerable,100.0,0.9639035900242814,0.005832557390415709
phi4,superego,dyad_human_ai,who_are_you,identity,100.0,1.0,1.0
phi4,superego,dyad_human_ai,who_is_she,unanswerable,100.0,0.897089794974971,0.0
phi4,superego,dyad_human_ai,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,superego,dyad_me_you,describe_weather,control,100.0,0.2779300106358174,0.0
phi4,superego,dyad_me_you,introduce,identity,100.0,0.2374341925870042,0.23030280505057538
phi4,superego,dyad_me_you,tell_about,identity,100.0,0.9902531880257428,0.9797087437369737
phi4,superego,dyad_me_you,tell_about_france,control,100.0,0.3899558480335601,0.01033562882701517
phi4,superego,dyad_me_you,what_are_you,identity,100.0,0.9723434202937761,0.9514592660792406
phi4,superego,dyad_me_you,what_is_photo,control,100.0,0.0005745259488060324,0.0
phi4,superego,dyad_me_you,what_is_that,unanswerable,100.0,0.7617593078850545,0.03393121597787522
phi4,superego,dyad_me_you,who_are_you,identity,100.0,1.0,0.9666223528274493
phi4,superego,dyad_me_you,who_is_she,unanswerable,100.0,0.6171459741001748,0.0
phi4,superego,dyad_me_you,who_wrote_hamlet,control,100.0,0.0826926513319181,0.0
phi4,superego,dyad_qa,describe_weather,control,100.0,0.13335541107264565,0.0
phi4,superego,dyad_qa,introduce,identity,100.0,0.9916482233251205,0.9859695652092979
phi4,superego,dyad_qa,tell_about,identity,100.0,0.9502854825414178,0.9438395531647363
phi4,superego,dyad_qa,tell_about_france,control,100.0,0.028104379860648964,0.0
phi4,superego,dyad_qa,what_are_you,identity,100.0,0.992396198772115,0.992396198772115
phi4,superego,dyad_qa,what_is_photo,control,100.0,0.0,0.0
phi4,superego,dyad_qa,what_is_that,unanswerable,100.0,0.6624210455975691,0.01299383849375768
phi4,superego,dyad_qa,who_are_you,identity,100.0,1.0,0.9977614696385335
phi4,superego,dyad_qa,who_is_she,unanswerable,100.0,0.47651873906444636,0.0
phi4,superego,dyad_qa,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,superego,dyad_user_ast,describe_weather,control,100.0,0.7368451416380569,0.0
phi4,superego,dyad_user_ast,introduce,identity,100.0,0.4614753997945402,0.44437249079595226
phi4,superego,dyad_user_ast,tell_about,identity,100.0,0.9448549493962042,0.9419957013020354
phi4,superego,dyad_user_ast,tell_about_france,control,100.0,0.002650913026507245,0.0
phi4,superego,dyad_user_ast,what_are_you,identity,100.0,0.9993902578347801,0.9988960356920917
phi4,superego,dyad_user_ast,what_is_photo,control,100.0,0.0,0.0
phi4,superego,dyad_user_ast,what_is_that,unanswerable,100.0,0.96566307070837,0.014418422372191732
phi4,superego,dyad_user_ast,who_are_you,identity,100.0,0.9955678978478623,0.994473929182875
phi4,superego,dyad_user_ast,who_is_she,unanswerable,100.0,0.6517191708038199,0.0
phi4,superego,dyad_user_ast,who_wrote_hamlet,control,100.0,0.0,0.0
phi4,superego,raw,describe_weather,control,100.0,0.0,0.0
phi4,superego,raw,introduce,identity,100.0,0.0,0.0
phi4,superego,raw,tell_about,identity,100.0,2.5690349713284834e-07,2.5690349713284834e-07
phi4,superego,raw,tell_about_france,control,100.0,0.0,0.0
phi4,superego,raw,what_are_you,identity,100.0,0.0,0.0
phi4,superego,raw,what_is_photo,control,100.0,0.0,0.0
phi4,superego,raw,what_is_that,unanswerable,100.0,0.005461046137500076,6.49645064472303e-05
phi4,superego,raw,who_are_you,identity,100.0,0.0,0.0
phi4,superego,raw,who_is_she,unanswerable,100.0,0.0002055843589816983,0.0002055843589816983
phi4,superego,raw,who_wrote_hamlet,control,100.0,0.0,0.0
qwen,base,chat,describe_weather,control,100.0,0.06814340935371337,0.0
qwen,base,chat,introduce,identity,100.0,0.3129207991151719,0.3129207991151719
qwen,base,chat,tell_about,identity,100.0,0.5583201714982758,0.5583201714982758
qwen,base,chat,tell_about_france,control,100.0,0.0,0.0
qwen,base,chat,what_are_you,identity,100.0,0.7641992163941987,0.7641992163941987
qwen,base,chat,what_is_photo,control,100.0,0.0,0.0
qwen,base,chat,what_is_that,unanswerable,100.0,0.19544834002757103,0.0202336907599227
qwen,base,chat,who_are_you,identity,100.0,0.8452172287614177,0.8452172287614177
qwen,base,chat,who_is_she,unanswerable,100.0,0.007543684782026187,0.0
qwen,base,chat,who_wrote_hamlet,control,100.0,0.0,0.0
qwen,base,chat_nosys,describe_weather,control,100.0,0.015838860543401563,0.0
qwen,base,chat_nosys,introduce,identity,100.0,0.09724131716186943,0.09260374036820872
qwen,base,chat_nosys,tell_about,identity,100.0,0.27428834414071845,0.26765617749447174
qwen,base,chat_nosys,tell_about_france,control,100.0,0.0,0.0
qwen,base,chat_nosys,what_are_you,identity,100.0,0.03621968447173427,0.03621968447173427
qwen,base,chat_nosys,what_is_photo,control,100.0,0.0,0.0
qwen,base,chat_nosys,what_is_that,unanswerable,100.0,0.19673096357790157,0.0
qwen,base,chat_nosys,who_are_you,identity,100.0,0.0,0.0
qwen,base,chat_nosys,who_is_she,unanswerable,100.0,0.0,0.0
qwen,base,chat_nosys,who_wrote_hamlet,control,100.0,0.0,0.0
qwen,base,chatml,describe_weather,control,100.0,0.10560401871957092,0.0
qwen,base,chatml,introduce,identity,100.0,0.29891942428372686,0.26941869775120886
qwen,base,chatml,tell_about,identity,100.0,0.2330263470594054,0.2306296695289724
qwen,base,chatml,tell_about_france,control,100.0,0.0,0.0
qwen,base,chatml,what_are_you,identity,100.0,0.04732237993231347,0.04732237993231347
qwen,base,chatml,what_is_photo,control,100.0,0.0,0.0
qwen,base,chatml,what_is_that,unanswerable,100.0,0.26516282012082265,0.0
qwen,base,chatml,who_are_you,identity,100.0,0.0,0.0
qwen,base,chatml,who_is_she,unanswerable,100.0,0.03275404683506235,0.010135541041437187
qwen,base,chatml,who_wrote_hamlet,control,100.0,0.009975320329528005,0.0
qwen,base,dyad_human_ai,describe_weather,control,100.0,0.18051871679292103,0.0
qwen,base,dyad_human_ai,introduce,identity,100.0,0.012388884244291186,0.012388884244291186
qwen,base,dyad_human_ai,tell_about,identity,100.0,0.48998753273665396,0.48998753273665396
qwen,base,dyad_human_ai,tell_about_france,control,100.0,0.0,0.0
qwen,base,dyad_human_ai,what_are_you,identity,100.0,0.8250254689604647,0.8250254689604647
