family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,token_mean_drift,token_max_drift,token_diameter,token_path_length,token_directedness,metonymy_idx,token_metonymy_idx
dreams,dream,dream,"I was at a party and Kyle S. was there. He was talking with his father about going to the East Coast and buying law books. I was cleaning up, but I wanted to talk to him. Finally I asked him to talk and he agreed. I told him I'd always liked him but felt unfulfilled, having always been afraid of him. He said I shouldn't have been afraid and that he liked me. He said our relationship was simple - rock 'n roll games. I wanted to get to know him, and told him that. He was very fat and boisterous. He called for some beer, but the waitress gave it to a girl who was dancing. He went over to get more beer, I went to get a cigarette. He was an alcoholic.",12,0.6384,0.8524,0.162,0.9742,7.0223,0.1387,2.9642,11.8446,2.4037,159,0.0233,0.2054,0.5861,3.6809,0.1592,0.3287,0.1977
dreams,dream,dream,"My_cousin Anita is planning some kind of performance. We're at a house (my_childhood_home). She has an eccentric plan that involves getting two easter eggs and wearing them in a bra as a comedy act. I offer to go out and try to find some Easter eggs. For some reason it seems 'risky' to do this, as if it's illegal, or very dangerous to go out after dark. The streets outside are in fact full of gangs of youths carrying knives and perhaps guns. Apparently I have a fight on the road outside the house. I either take a gun off someone or I have one already. I have it stuffed down the back of my trousers. It goes off in the scuffle.",10,0.6912,0.8723,0.115,1.0302,6.2211,0.1656,3.8023,13.3478,2.7309,150,0.0373,1.2799,1.4287,5.5583,0.257,0.2709,0.3757
dreams,dream,dream,"(repetitive) In my dream I was back in the war in Afghanistan. I partake in action as a tank driver. The dream lasts from morning until evening. I am right on the battlefield fighting against Afghans, then we advance and seize and little village. Our troops find several rebels there who we shoot down. Then we make an offensive again and capture a camp of rebels and destroy everything in it. I remember well that after a battle we find a lot of bodies, disfigured, so at that moment we begin to bury them. I feel very unusual. (Whenever I have this dream, I wake up in the middle of the time, and sometimes the dream torments me even in the day.)",9,0.6767,0.9341,0.1949,1.063,5.4134,0.1964,3.7813,15.9205,2.8039,142,0.0445,1.696,1.7572,6.2712,0.2802,0.2811,0.4647
dreams,dream,dream,"I remember that it's 2020, Christmas. I'm helping out at a soup kitchen in Timmens, Ontario. Theresa LaBelle is sitting next to me. She's still a little girl of no more than seven. Her face is dirty; she's telling me about how her mom died in a car accident. She's seven, maybe eight, like she was twenty years ago. I'm forty-three, she should be twenty- seven. She tells me that she wants me to teach her about ""thermo"" and ""hydrological"" engineering. She laughs at her own mispronunciation of the terms. I take a warm towel and wash the earth from her face. She's a beautiful child, as she greatly resembles her mother Liette. I can tell Theresa is perturbed by all the clamor. I bring her into on e of the back rooms and fetch her a bowl of hot pasta, some bread, and milk. She eats; she must have been starving. ""What happened Theresa? Weren't you living with Luke, your father?"" I ask. She tells me they were living in a small apartment in Peterburough. One day she woke up and he was gone. ""I'm so glad I found you Galen."" She sobs as she hugs me. I wake up before I can assure her that I'll take care of her.",20,0.7259,0.9762,0.1482,1.0715,13.7912,0.0777,3.3827,13.263,2.943,280,0.0415,1.8702,1.9436,11.5706,0.168,0.3168,0.5746
dreams,dream,dream,"Weird dream about my brother being away and us not hearing from him and me texting him through AIM and he saying it was annoying and being upset. Wolves chasing after me and someone I was a queen and we were trying to shield ourselves. Having sex with a professor, some mean girls cliche. Climbing trees and the professor quizzing me on things but we ended up having sex on the ground. At some weird school and my chiropractor teacher was telling me what was wrong with my body and how to fix it and she talked about hiking. It looked like my psychology professor Andrea.",6,0.6817,0.8894,0.1696,0.9651,3.4085,0.2832,4.1451,13.6271,3.0745,118,0.015,0.2242,0.2615,1.7514,0.1493,0.2328,0.0631
dreams,dream,dream,Yeah! I was having sex in my dream! A real sex! Fucking some random girl. W/O condom. Felt great. But girl was some sort of inactive... Lol. No! She was alive :D So I pulled it out but I got some sperm in her vagina anyway. Damn. hat to clear it out. Lol. Then I left her place and somehow learnt from the news that he place is some place that cops have been looking for for a long time. Shit. And after that me and my Mom and Dad got on a plane and lew away. Shit. What the fuck am I dreaming about? I wish I had more sex dreams :D.,12,0.7155,0.9122,0.1651,1.0037,7.8702,0.1275,4.1018,15.1246,2.921,138,0.0169,0.3626,0.5992,2.3185,0.2584,0.2447,0.1461
dreams,dream,dream,"Dream that I was on a train with dad and was at a seat at the back. It didn't seen like there was leg room but when you put the seat down there was. There was a lovely poppy field out the window I was tryi g to get pictures of it. Anne had booked me a doctors appointment. They were rushing around on trains etc. I was drinking water in a wine glass, and it was coming out of the tap fizzy. Dad was talking about the energy and only running it for 50 mins. I was explaining to him how it works.",8,0.8435,0.9667,0.1077,0.987,5.9042,0.1672,4.0934,15.1136,3.0621,115,0.0148,0.166,0.2844,1.6824,0.1691,0.2411,0.0695
dreams,dream,dream,"I had a dream that I was at home (Portland) in the park. But it didn't look like it. I saw my ex-boyfriend from 2 1/2 years ago. I asked him how he liked Arizona State University and he said he was not really going there, he actually just got out of rehab. I was really confused and wanted to talk to him about it, but this little kid came up to us and needed help. The little boy did not talk, but we had to help him do something, I can't remember what it was, but we were at the back of the park by the chain-like fence. But the whole time all I wanted to do was talk to my ex-boyfriend.",7,0.6594,0.8246,0.1472,0.9249,3.9564,0.2338,2.7792,10.8422,2.27,148,0.0409,0.8572,1.2448,6.0196,0.2068,0.3328,0.4479
dreams,dream,dream,"I dreamt the end of the earth was coming, I went to my mothers house and saw my father lying dead and naked in the alley next to the house My mother answered the door and had leisions all over her face and didn't care about anything. I looked up the block and saw my three children running and a car stopped with a man staring at me holding a rifle and shooting my children, after they fell down they got up and were shot again, this happed three times. Then I ran accross the street and tried to save my aunt. She came to the door with so many lesions all over her face, while there was huge thundering in the sky it looked as if the entire universe was cracking and a bright light was behind it. She said to stay in her house, no one was safe from the end of the world but her house was the safest. Not a dream, six months after my father died As a child I had a lot of death dreams and within two weeks someone died (actually)",6,0.7198,0.9161,0.1129,0.9161,3.5991,0.2545,3.4747,14.1575,2.8033,206,0.0228,0.734,1.1015,4.6841,0.2352,0.2636,0.317
dreams,dream,dream,"The first moment I laid eyes on this white, large, two-story house, I loved it. The woman who owns it says she'll sell it to me and I can move in right now and we'll do the papers later. I and my daughters start to move in. Each can have their own bedroom, the outside lawn is spacious and pretty, the rooms large and comfortable. I begin to be concerned because I haven't even asked how much for the house and if I will qualify for a bank loan for that amount. I am tired of living in my cramped little house, but it was the best I could afford. This will be much more. I see the short, almost midget-sized woman who owns it and go to her. I say, ""I want to talk about the details before I get all moved in and then have to leave."" She is busy driving a tractor towing a cart and I follow her, talking all the while. She smiles and wants to know what that other woman said about her. I say, ""Nothing much."" I didn't really listen. She says, ""Good. Don't worry. We'll make a deal."" She wants me to have the house.",14,0.795,0.9961,0.1384,1.0942,10.3345,0.1059,3.1529,10.5228,2.2422,245,0.07,1.838,1.9651,17.0779,0.1151,0.347,0.6233
dreams,dream,dream,"... it is an overcast day and it is raining. I am setting up a tent out in my yard for Mr. Clark and his son Jerry to stay in. It is the same tent that I used to stay in when I lived at Greg and Dave's house. I carry over a mat to set inside of the entrance of the tent. Everyone goes into my house. Mr Clark is looking at the painting, which is not one of mine, that is hanging on the wall in the kitchen. Someone is working with some sort of skill saw and he ask if I have one. I tell him I only have a handheld one. Some other guys are turning on a chain saw type of tool and bring it close to this older man's beard to see if they could trim it...",10,0.7568,0.892,0.1203,1.0603,6.8108,0.1557,3.4239,11.2865,2.6048,157,0.0318,0.5472,0.8015,4.9547,0.1618,0.3097,0.2341
dreams,dream,dream,"""The Tiny Bird"" I am in a house and had gone up some stairs. Distantly I can hear a bird chirping. I have a desperate feeling of needing to feed the bird. I hear it in the attic space. I pull off a little door in the wall and the bird comes out. It fluttered in front of me, it's white with a little brown like a finch, and it wants to sit on my finger. I am petting it and it's licking my finger. I think, that's funny that it's licking me. I let it go because I have to get it food and water but it stays with me. Then I am holding it cupped in my hand. I have a little fear that I am holding it too tight but not to worry, it's very excited and I can feel it breathing. I am so happy. I am going to take it home and we are both very happy about that.",13,0.5561,0.8278,0.1535,1.0167,6.6737,0.1523,2.9933,12.6947,2.2704,194,0.0357,1.5963,1.7354,6.898,0.2516,0.3397,0.5798
dreams,dream,dream,"I'm driving alone in my car. I get to the top of a hill, and can see a large house down at the bottom where I am to meet my husband. The house is gothic, redbrick, with towers. I drive alone a narrow road the winds through a meadow filled with red flowers. The road keeps getting narrower. I thought this road would take me into the courtyard of the large gothic house, but it still appears to be a long way off. Suddenly, I see I'm near an open gate, and a large yellow dog runs out. It seems friendly, but is also chained up. The dog runs back inside the gate. I see another dog behind the gate. A woman appears, chatting about how she loves to walk in the mornings.",11,0.6917,0.9864,0.1807,1.1253,6.9174,0.1627,3.1974,10.0675,2.4012,160,0.039,1.3046,1.4777,6.2038,0.2382,0.3519,0.4622
dreams,dream,dream,My dream was that I was at school and my (either my chem or calc) teacher thought that one of us was smoking pot before class. Everyone thought it was me because I had been at a house across the street from Swig until early morning hours and people had been smoking. Only my teacher was a male instead of my real women teachers I actually have and he flipped out. Even though I didn't smoke I lead my class to believing I had and we were going to take a test. My teacher was asking questions like Have you watched Alice in Wonderland? to see how we would respond and he was going to figure out who had been smoking marijuana.,6,0.6634,0.7987,0.1263,0.7996,3.3169,0.2411,3.9173,13.4018,3.0112,131,0.0534,1.354,1.655,6.943,0.2384,0.2041,0.4225
dreams,dream,dream,"My family was in a boat. The cabin was our car, a 57 Chevy. My father was driving the boat through water that was a light cornflower blue with red lines at the peak of each wave. I knew that if we crossed a red line something terrible would happen. Suddenly we must have hit a red line because the boat jerked fiercely, as if it had hit a big rock. My father was thrown overboard and no one was driving the boat. It began going faster and faster, leaving my dad behind, and cutting through all of the many red lines on the waves. I had feelings of helplessness and dread, waiting to see what terrible things would happen to us now...",8,0.721,0.8495,0.1157,0.927,5.0467,0.1837,3.3299,10.4141,2.5899,138,0.0179,0.1445,0.1968,2.4568,0.0801,0.2784,0.0591
dreams,dream,dream,"There were a lot of people and at some point everyone went to play soccer. I felt injured or that I couldn't play so i said I'll be the referee. Next to us were playing another group and we kept having the ball fly to their side. Afterwards I went to the bathroom but quickly left as it was dirty. Outside all the people of the party were getting ready for some excersice, laying on the grass. This was to learn to play the horn. At the same time there was a game going on and something that was happening in the sky.",7,0.8334,0.947,0.0845,0.947,5.0003,0.1894,3.6905,10.5112,2.4664,114,0.0138,0.1226,0.3203,1.5539,0.2061,0.2566,0.0868
dreams,dream,dream,"Definitely a couple kids in a house w/a bad lady, trying to fight her. She says ""you should know to sneak up on somebody like me and disable me before I can call my friends..."" as she knocks lightly on the inside of the back door. They run upstairs into the parents' bedroom and lock the door just before there's a bunch of pounding on it. - commercial break - sam & dean standing over the wreckage. Cut to a streaming shot over some kind of amusement park/renaissance fair w/people riding elephants & giant thrones made of hay. The guys are riding in an open wagon w/a bunch of other people, talking about this guy they were supposed to find. Sam says, ""but he's a transparent person, that's why we couldn't find him"" and there's a disturbance in the air around the people's heads. It whooshes around sam's head & he says, ""he's here, and he knows I touch wood to keep you safe from...(something)""",8,0.6773,0.8611,0.1177,1.0563,4.7413,0.2228,3.9002,14.7877,2.9926,209,0.0838,1.8173,1.9619,17.4212,0.1126,0.2708,0.503
dreams,dream,dream,"I was in a dance studio practicing and at first I was the only one in there. Soon several women came in to watch me. After a while there were what seemed like hundreds of children watching me and standing so close that I could hardly move. I was afraid to tell them to move, but for some reason or other they all went and sat down on a window seat. I got nervous with all of them watching and I went over to the barre to exercise. I was so scared by that time that my legs seemed to weigh me down and when I went to do kicks, I could hardly lift them. Everyone started laughing.",7,0.6003,0.988,0.1858,0.988,3.6016,0.2743,3.1619,10.495,2.3719,127,0.015,0.1898,0.2834,1.8958,0.1495,0.3125,0.0896
dreams,dream,dream,I was attending a party. In that party there was a girl who was unknown to me. Everybody was sitting in the room but I was sitting outside the room. And suddenly the one whom I love came. He was flirting with that girl and I was getting angry. He came to me and I asked him why he was flirting with that girl. Then he replied that he is leaving me for that girl. Then there was some cold drinks' bottle and I hit it on my head. And I was crying with him and gave him a slap.,9,0.5405,0.8287,0.2036,0.8558,4.3242,0.1979,2.9367,10.7182,2.3597,111,0.0293,0.466,0.5824,3.2204,0.1808,0.2914,0.1983
dreams,dream,dream,"So many dreams tonight...almost all blew away as soon as the next one started.... I was on a ship. It was large, cacophonous, and colorful. It seemed like a ship full of Victorian outfits and pirates and hussies from pirate times. Was it a pirate ship? There was a lot of singing and dancing and partying.We were in a NYC port and people on land came over to see the boat's craziness. The male leader of the ship didn't care much for rules. I wanted to leave the city. They offered to use cannons to propel us out of NYC but I said it would be too destructive. They sped out of the port instead, as if the port had water streets, and the ship hit every corner. The old hags in the funny dresses kept on shouting, ""GO!""",11,0.6618,0.9379,0.198,1.1087,6.6182,0.1675,3.9672,14.959,3.0774,167,0.0379,0.8175,1.1918,6.2859,0.1896,0.2795,0.3004
dreams,dream,dream,"Dreaming about a large house that seems familiar to me but not one I actually lived in or visited. This is a recurring dream over the years. The house has many, many large and elaborate rooms. I use the bedrooms for visiting friends and family members. There is a huge outside deck and very large undergrown garage. I have seen these same areas over and over again in my dreams but there is no conclusion to these dreams. I am very comfortable in the dreams and very interactive with the people, some of whom I know and some I don't know.",7,0.6699,0.8963,0.1841,1.0066,4.0193,0.2504,3.2501,10.1439,2.3025,112,0.0299,0.4203,0.652,3.3157,0.1966,0.3097,0.2006
dreams,dream,dream,"There was a carnival out in the country. I was standing by a shooting gallery which was managed by two men. They asked me to try my luck. I smilingly replied, ""Oh no, not me."" They coaxed me jokingly, but I refused. they then jumped down from the gallery and chased me. I turned around quickly and grabbed each by his thumb exerting pressure on the digit. I led the two men around like bulls by the nose until I saw a policeman to whom I gave custody of the men. I jokingly retorted, ""You boys won't be in jail long. Probably for the night -- anyways the rest will do you good."" Ironically I said, ""They have nice soft beds there. See you again next year boys, when the carnival comes this way?"" ""Oh no you won't,"" they replied.",10,0.6833,0.8361,0.0806,1.0077,6.1493,0.1639,3.6533,14.931,3.031,173,0.0505,1.689,1.8938,8.6903,0.2179,0.2758,0.5184
dreams,dream,dream,"Last night was totally whacked, man. I dreamt that I was walking around with an IFB box clipped to my belt, and I had a set of headphones on, and I had two microphones, one in each hand. One was a lavalier clip one and one was like a wired heavier one. And I was talking to people and people were talking to me. And the level in my ears was like really loud, and I was trying to figure out how to turn it down so I wouldn't feel so nervous. And instead of turning it down, I turned it up and it was even louder, and I just couldn't control it after that. And I was like walking around the back yard with this stuff and stuff. And then I dreamt that I was going to create a mermaid poster show, like a mermaid audio show with topic figures, and I was going to use all my voice except Flounder was going to be a kind of my voice at a faster speed. My voice in real time was going to be Ariel, my voice slowed down a little bit was going to be Sebastian, and my voice slowed way down was going to be Triton. And I was going to like make these figures on a cardboard and make them go around the stage and play this strange audio. And I was thinking how I was going to write all the music and stuff for it and everything. And I got to drawing the figures, and then I just kind of woke up. Now maybe that's a really good idea. I should do that for real now, shouldn't I?",14,0.6344,0.8936,0.1416,1.0277,8.2474,0.1246,3.0473,13.9775,2.7506,324,0.1149,1.9373,1.9772,37.1018,0.0533,0.3372,0.6488
dreams,dream,dream,"I entered a wartime tunnel with rails along its walls. I walked with a candle in my hand even though there was enough light. It changed continuously. One time it felt like I was walking through a basement, another time through a garret. Then I noticed a door ajar; I took a look inside. There were three men who were wanted by the police. Two of them were talking and didn't notice me. The third asked me what I was doing there. I answered that I was lost. He left me alone and I heard someone come in from the tunnel. It was my friend. We began running and someone was chasing us. As we ran back, I noticed the tunnel becoming shorter and better lit. Rails disappeared. We ran up to the wall, found a door, and I opened it.",15,0.683,0.9564,0.1461,1.0507,9.562,0.1099,3.1309,14.17,2.6567,163,0.0235,0.226,0.5787,3.8048,0.1521,0.3356,0.1848
dreams,dream,dream,"I was trapped in a maze. The maze had mirrors and long corridors, and you would get stuck in the middle of them going very very slowly even though I wanted to go very very quickly, or vice versa. It was humid in the maze. Like I was in the jungle. I could hear birds outside, but it was still very dark and couldn't find an exit. It terrified me, over and over again. Every night. That's what scared me the most about it. I've had nightmares before, but it was so effing creepy that it kept coming back. Only once did I make it out of the maze. And I made it out and there was a dock and a boat waiting for me. I was in the jungle and the outside of the maze building was a blueish/purple color. Someone in the boat was waiting for me and I got on it. I never had the dream again after that.",14,0.6447,0.9153,0.165,1.0394,8.3817,0.124,2.9818,12.3508,2.5127,188,0.0342,0.6478,0.9912,6.4029,0.1548,0.3486,0.3324
dreams,dream,dream,"I first dreamed that I was going to New York with Sue and Ava. Maria was tagging along. We all went to CVS before we left to get snacks and nail polish. We were driving to the city in this awful stick shift car, and Maria was trying to get us to bake her a cake since it was her birthday. I think we ended up not making it to the city, and instead I had RA training again. But it was summer this time. I was eating breakfast at Heinz, and it was very crowded because all the athletic teams were there. I could hear Mario's voice. All the new RAs had to do a dance as initiation, and I was laughing. I remember seeing Philip and Ainsley and Roberto and Mario. Also Enrique Iglesias was there. There were paintings all over this whole room, really beautiful paintings. I was talking to someone about art and hockey and Les Miserables. I remember being really hot because I was dressed in warm clothes and it was August, and I woke up sweating.",14,0.7577,0.8837,0.0779,1.044,9.8499,0.106,3.5861,14.3941,3.0134,212,0.0277,1.1659,1.3502,5.8413,0.2312,0.2911,0.3765
dreams,dream,dream,"Subway (the people that come through the drive through) also owned a laundromat. Shawn (old boss) came through the drive through and had a lot of laundry, so I said to him to go ahead and give it to me. So I took it for him. Also something to do with Aunt Linda. Then I was driving with my friend Cindy in her car. We are talking. I say that we need to manage our time so we can go to a park. She thinks that is weird, then all of a sudden there is a flood in the road. She drives straight into it. She starts to freak out. I am calming her, explaining to put the car in reverse. But we have to get out and end up swimming. She got ahead of me and I ended up dropping my wallet in the water, that somewhat upset me due to me having to replace everything. And then this fish kept on biting at me the entire time. And when we got out of the water we are in a hallway and these is an elevator. My friend Cindy gets in it. Holding the door open for me. I had something in my hand including the fish, that is throughout. We got in. I was scared. I wanted to lock the door and not go up. She did and we went up to the next floor. But I told her we could not get out. When the door opened. It was just black space and a golden glow, hard to describe. As soon as the door closed we went back down to the main level. It gets hazy after that. I wake up to my alarm and go to clock in and clock out, just like every day.",27,0.7384,1.0242,0.1167,1.0769,19.1987,0.0561,3.2559,11.8846,2.5251,341,0.0358,1.6228,1.8138,12.1768,0.149,0.3308,0.5571
dreams,dream,dream,"I was with a group of friends (Jay, maybe Mausam, not sure who else), we were at a park atop a tall, rocky cliff overlooking the ocean on a beautiful day. Mausam felt an earthquake, so we got close to the ground. I felt a little swaying but barely. Then moments later, the waves become violent, crashing on rocks. Within no time water splashed on us.Then, not even a minute later, the water swept us up gently. I felt lonely even though my friends weren't far. I had a camcorder in my hand, I tried to keep it above water. Then, my alarm went off. Saved by the bell. My first thoughts were why don't I remember Esha being there, she had to have been there, was she safe?",10,0.7569,0.8954,0.0809,0.989,6.8124,0.1452,3.5715,11.9161,2.7794,166,0.0216,0.2293,0.3431,3.5655,0.0962,0.2769,0.0961
dreams,dream,dream,"I dreamed that I was walking up Euclid Avenue on a shopping trip. I was going into the small specialty shops such as Quinn-Maah's, Milgrims, etc. looking for bargains in lingerie. In each store there was a counter with a large pile of pink slips with fancy lace trimming and in each store, after looking through the pile and disarranging it, I walked out. Finally I came to an unidentified shop operated by two elderly women. There I found what I was looking for at a much lower price and selected several yellow slips and a pair of gold handing earrings. I was quite satisfied.",7,0.6526,0.8589,0.1074,0.9517,3.9156,0.243,3.8779,14.1149,3.0286,128,0.0884,1.6489,1.8411,11.2295,0.164,0.2454,0.4748
dreams,dream,dream,"I had a dream last night that I was in a hospital for some reason. I didn't feel like I was hurt or sick or anything, but for some reason I was in a hospital. And Elizabeth was in the hospital. I think she was either in the hospital or visiting me. But there were two rooms that we got to roam around, and one of them was my room and it was like all messed up with other people's junk. And I don't remember if it had one or not, but the other room had a radio that was kind of falling apart, and it was turned on and I couldn't figure out how to turn it off. It had a CD player top thing to it, but the lid came off. And things were just all falling apart on it. And eventually I got it to shut off somehow. And then I was talking to her about what would we do if we ever had a fire drill in here, and then this message came over the intercom that they were going to have one. But here's the funny thing: the funny thing is that the fire alarm sound was going to be like frog's croaking, and that was how there were frogs croaking outside when I woke up.",11,0.5975,0.7893,0.1131,1.0023,5.9747,0.1678,2.8354,12.442,2.4255,248,0.0356,1.8837,1.9702,8.785,0.2243,0.3535,0.6949
dreams,dream,dream,"14 S This dream took place in the past, I guess about a year or two. I was living at home and my little half sister, who is now about 5, was in the dream about 4, and she was somehow a photographer in the dream. That is, her hobby was she liked to take pictures, both still and moving. So my dream involved her running into the house and back yard. I was looking at a package of some film she had bought. It involved the fact that she was telling me that she was ready to take her big pictures that she wanted to take for a long time, now that she had the right camera and film. Then, for example, my mother came over to kind of interrupt, and we were both rather indignant, especially the little girl because an amateur would come to talk to us.",7,0.5669,0.7678,0.1546,0.8452,3.4014,0.2485,3.4861,10.9777,2.5066,168,0.0387,1.4036,1.6955,6.4554,0.2626,0.2424,0.4864
dreams,dream,dream,"""Delicate Skeletons"" I was with Ashley picking out movies at an outdoor sale. Old movies like porky pig. As I am walking around it suddenly seems like I'm at Robbie's. I see him, he's outside. The more I walk around the weirder it gets! I saw dehydrated rat's, skinny, leathery, rats. There seemed to be a parasite eating them? Sucks their blood. Nothing had any hair. There are bats and rats stretched over a mesh enclosure like a chicken coop. They are like mummified skins. Some of them had been there for a long time. As I walked around I saw a small cubby where a chicken had tried to roost but had gotten stuck and died a long time ago. I took pictures of all the little skeletons hanging.",14,0.7091,1.0666,0.1471,1.1582,9.218,0.1256,4.1001,15.2539,3.0788,167,0.0225,0.5907,0.7935,3.7283,0.2128,0.2825,0.1935
dreams,dream,dream,"Mom finds black and purple wig, thinks I'm a cross dresser. I explain it's for production, they don't believe me. I go off on them, but have difficulty stammering out my speech. Later I'm in a giant pool competing against Sabrina and Mariela to collect these concrete orbs that move through the pool. I win every time, tricking them playfully. For the last round the water is drained and we must search through garbage for the orbs, no one can find them. Later I go on a family vacation, I think we're saying in Costco for some reason but can't find beds. I carry around OJ and stash excedrin pills in the trash. Family picks me up outside for real hotel. Later video games with 2 kids from HS. I pass a bunch of old HS kids at night while meetin up with the 2. I'm in my boxers for some reason. We play Halo/Spider-Man mash-up game. I'm really good.",14,0.7898,1.0289,0.1203,1.0644,10.2678,0.1037,4.1605,12.7897,3.0136,207,0.0344,1.8247,1.9327,7.0872,0.2727,0.2558,0.4645
dreams,dream,dream,"I was in my home in New Castle, Pa, with my parents. There was a foreign army marching outside. Our house was being guarded by a soldier in front and a soldier in back. There was also an enemy soldier sitting in the front. Our family was huddling in the kitchen trying to think of a way to escape. We decided to sneak down to the cellar and go out an obscure door that was very seldom used. We went down the stairs quietly so that the soldier in the front room would not hear us. Our family got out the door safely and then we all ran in different directions. I ran and ran and ran and the next thing I knew I was awake.",9,0.6314,0.9788,0.2116,1.0067,5.0514,0.1993,2.8887,9.5224,2.2427,138,0.0608,1.7703,1.8662,8.333,0.224,0.3485,0.646
dreams,dream,dream,"My mother gave me some of her old dolls when I was about 10 years old. One of them was my favorite she had red real human hair,sweet pretty lips, glass eyes and eye lashes. One of the other dolls had painted on hair and steel balls for eyes that clunked shut when you tilted her backwards. Her mouth was open a bit and she had two teeth that I had once accidentally knocked back into her head. I dreamed I was making doll cloths for the favorite one when the other dolls came alive and started climbing up on the table they were jealous. The doll with the steel clunking eyes was leading them and she started clawing at me and trying to climb on me. That really disturbed me.",7,0.6319,0.7925,0.1404,0.8674,3.7914,0.2288,3.793,17.5691,2.9847,146,0.0533,1.6124,1.6644,7.7286,0.2154,0.2287,0.4388
dreams,dream,dream,I was at a railroad yard watching the men work and engine came by with a flat topped car carrying three men. One man was moaning and badly banged up and the other two appeared to be dead. They were taking the men to a hospital. Something happened to me and I was limping with a broken ankle so they took me along to the hospital and when they proceeded to set the ankle. They had quite a hard time and I was in terrible pain and when I left the hospital I had a cast on my entire leg.,5,0.5695,0.7403,0.1719,0.8809,2.2779,0.3867,3.3822,12.3636,2.7736,106,0.0148,0.0747,0.1274,1.5494,0.0822,0.2605,0.0377
dreams,dream,dream,"I was sitting on a throne of gold surrounded by beautiful girls. The girls kept pawing me and I kept chasing them away. Suddenly one girl stood up and came close to me. I was surprised by her good looks. She bent down and kissed me. I felt thrilled. I put my arms around her and picked her up. We danced for a while. I was taken by her beauty. She was a most beautiful creature. I went wherever she went. I received a thrill every time she touched me. I wanted her badly. The next, I believe we were both floating in the clouds completely nude. We were pleasantly talking and laughing. We were dancing and singing suddenly, extremely happy. I continually kissed the girl, and she reciprocated. We stood arm in arm rolling on.",18,0.6701,0.8751,0.1499,1.0336,11.3922,0.0907,3.1978,12.3561,2.8537,158,0.025,0.213,0.3653,3.9188,0.0932,0.3232,0.1142
dreams,dream,dream,"I'm in this therapist's office again; the one I first saw at sixteen. Yet, I'm observing him talking to this guy (around fifty years old). I'm looking at this same painting of the ocean. It's calm today, save for the few reeds by its edge that shudder with the tiny little breezes. The doctor is talking. The guy is really depressed. He's talking about how his wife has left him, how he's never really had a close relationship with anyone before. My eyes are fixed on the painting. I'm just so tired and it's so peaceful to watch. The doctor tells the man that he should go to the theater tonight, the great Pagliacci is in town. ""Doctor"", the man begins to cry. The doctor says that this should cheer him up. ""But I am Pagliacci"", the man says. Suddenly, it's quiet, and I think I see a curtain fall. There are drum rolls. I can't see the painting anymore.",16,0.8183,1.0961,0.1558,1.0961,12.2748,0.0893,3.365,13.0176,2.6418,204,0.0317,1.0011,1.4026,6.4442,0.2177,0.3257,0.4168
dreams,dream,dream,"Recently I had a terrible dream. I was in a store with two people and I killed someone. I shot them with a gun by accident. I was too scared to go to the police and tell them what I had done, so instead I tried to blend into society. I went to my class, which was filled with old classmates from college and people from my current job. Everyone was really hostile towards me, and my manager, whom i cannot stand in real life, yelled out ""You killed [so and so]!!"" After that I left the class, and the next day I was not allowed into class, and I had to continue running.",6,0.6054,0.6878,0.0946,0.8259,3.0271,0.2728,3.0926,10.3351,2.3279,130,0.0388,1.1577,1.2665,5.007,0.2529,0.2671,0.4095
dreams,dream,dream,"I'm at donnas house and we begin to make love. I'm doing it doggie style but her bedroom is my current bedroom. We have a visitor and it's someone we both know but she doesn't know I know them. It's someone connected to Sugar. This person leaves and the phone rings. She looks at me sheepishly and I tell her she can get it. She does and I excuse myself from her house and wait on the porch. As I'm doing this she never comes to get me. It dawns on me that she's provably talking to her ""guy"". The one she doesn't know I know about. While I'm on her porch which is the Greers porch I'm trying to check my email because I'm supposed to be taking Aaliyah's Saturn in for service. I can't remember the time so I check for the last email. For some reason I can't type ""Saturn"" correctly in the search box. My brother then comes out and offers his friend Tony a ride to somewhere in St. Charles.",14,0.7111,0.9276,0.1465,1.083,9.2441,0.1172,3.5309,15.3258,2.8939,215,0.0329,1.8681,1.9662,7.0463,0.279,0.3067,0.5569
dreams,dream,dream,In Africa. We were at a Chinese temple type house to go get cleansed. Or have a readin. And we were sitting outside with a fe other people. Two of the tall Asian women were lesbian. They were talking about their two boys. Then one of the Asians started making out with a black girl in the group. And dad was like what is this. What is going on. I'm out of here. Same with mom. But I wanted to stay. They also said their boys were white and most likely blonde so I stayed because I wanted to meet them.,12,0.8076,0.9009,0.0819,1.0713,8.8841,0.1206,3.814,14.4419,2.8882,116,0.0214,0.3229,0.42,2.4587,0.1708,0.2809,0.1101
