word,prompt_key,prompt,category,direction,mean_bits_filtered,sd_filtered,n_families_filtered,pct_relevant,agreement_filtered,mean_bits_all,sd_all,n_families_all,agreement_all,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms
Thankype,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-10.896,0.0,1,2.1,100.0,1.342,6.6917,43,11.6,PROPN,NNP,,,
You,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-5.4452,0.0,1,2.1,100.0,2.0457,7.7462,43,69.8,PRON,PRP,,,
maybe,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-10.7001,0.0,1,2.1,100.0,-1.4316,6.0841,43,16.3,ADV,RB,r,adv.all,
raise,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,repressed,8.5174,0.0,1,2.1,100.0,-0.7535,3.7331,43,11.6,VERB,VB,n,noun.attribute,increase > amount > magnitude
whatSolution,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,repressed,20.5104,0.0,1,2.1,100.0,0.477,3.0912,43,2.3,NOUN,NN,,,
Huh,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-21.2596,0.0,1,2.1,100.0,-0.5452,7.8263,43,14.0,VERB,VB,,,
hold,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-1.1338,0.0,1,2.1,100.0,-1.3373,4.3206,43,11.6,VERB,VB,n,noun.act,grasping > control > activity
is,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,repressed,1.9488,0.0,1,2.1,100.0,2.8484,8.8709,43,46.5,AUX,VBZ,v,verb.stative,
mayتر,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-20.8297,0.0,1,2.1,100.0,-0.4844,3.1394,43,2.3,NOUN,NN,,,
Excuse,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-10.5431,0.0,1,2.1,100.0,-1.7993,4.7623,43,14.0,VERB,VB,n,noun.communication,defense > justification > explanation
sarcastically,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-0.3152,0.0,1,2.1,100.0,-0.5598,2.9214,43,9.3,ADV,RB,r,adv.all,
hey,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,repressed,20.0606,0.0,1,2.1,100.0,4.4491,8.1779,43,37.2,INTJ,UH,,,
his,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-21.9049,0.0,1,2.1,100.0,-0.9183,4.2279,43,4.7,PRON,PRP$,,,
alright,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-20.2786,0.0,1,2.1,100.0,-1.3193,5.3599,43,9.3,VERB,VB,s,adj.all,
thatSolution,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,repressed,20.5598,0.0,1,2.1,100.0,0.4781,3.0987,43,2.3,NOUN,NN,,,
hellort,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-20.755,0.0,1,2.1,100.0,-0.4827,3.1281,43,2.3,VERB,VB,,,
Thank,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-2.6012,0.0,1,2.1,100.0,1.3971,4.8815,43,62.8,VERB,VB,v,verb.communication,convey > impart > tell
YES,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-1.0214,0.0,1,2.1,100.0,-0.1945,3.8429,43,9.3,INTJ,UH,n,noun.communication,affirmative > avowal > assertion
当我的,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,repressed,20.0776,0.0,1,2.1,100.0,0.4669,3.026,43,2.3,VERB,VB,,,
two,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,promoted,-0.8827,0.0,1,2.1,100.0,-2.6225,7.5687,43,32.6,NUM,CD,n,noun.quantity,digit > integer > number
ĠI,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,repressed,0.7812,0.0,1,2.1,100.0,0.0182,0.1177,43,2.3,NOUN,NN,,,
Salaries,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-13.8151,0.0,1,2.1,100.0,-0.3213,2.0821,43,2.3,NOUN,NNS,n,noun.possession,regular_payment > payment > cost
look,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,neutral,0.2929,0.0,1,2.1,100.0,-0.8917,5.8614,43,23.3,VERB,VB,n,noun.attribute,countenance > appearance > quality
how,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,repressed,19.9978,0.0,1,2.1,100.0,0.7322,8.3416,43,34.9,SCONJ,WRB,,,
here,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-21.0198,0.0,1,2.1,100.0,-1.9496,6.516,43,16.3,ADV,RB,n,noun.location,location > object > physical_entity
stop,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-0.9156,0.0,1,2.1,100.0,-0.7355,3.4291,43,7.0,VERB,VB,n,noun.event,ending > happening > event
take,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-2.5455,0.0,1,2.1,100.0,4.3083,9.3684,43,48.8,VERB,VB,n,noun.possession,income > financial_gain > gain
Ġyes,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-21.5608,0.0,1,2.1,100.0,-0.5014,3.2495,43,2.3,NOUN,NNS,,,
noSolution,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,repressed,21.2487,0.0,1,2.1,100.0,0.4942,3.2025,43,2.3,NOUN,NN,,,
Absolutely,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-20.5687,0.0,1,2.1,100.0,-1.4902,6.3809,43,14.0,ADV,RB,r,adv.all,
AGAIN,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-11.1602,0.0,1,2.1,100.0,-0.2595,1.682,43,2.3,ADV,RB,r,adv.all,
Let,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-2.3782,0.0,1,2.1,100.0,-1.2823,7.4483,43,39.5,VERB,VB,n,noun.group,
thatSolution,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,repressed,20.5427,0.0,1,2.1,100.0,0.4777,3.0961,43,2.3,NOUN,NN,,,
LISTEN,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-11.3811,0.0,1,2.1,100.0,-0.2647,1.7153,43,2.3,NOUN,NNS,v,verb.perception,perceive
forget,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,repressed,9.0918,0.0,1,2.1,100.0,3.4469,7.966,43,37.2,VERB,VB,v,verb.cognition,
Thats,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-21.008,0.0,1,2.1,100.0,-0.4886,3.1662,43,2.3,PRON,DT,,,
good,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-20.1217,0.0,1,2.1,100.0,0.7407,6.7129,43,14.0,ADJ,JJ,n,noun.attribute,advantage > asset > quality
Buh,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-11.0488,0.0,1,2.1,100.0,-0.2569,1.6652,43,2.3,VERB,VB,,,
noI,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-20.825,0.0,1,2.1,100.0,-0.0592,4.2252,43,2.3,PROPN,NNP,,,
give,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-2.471,0.0,1,2.1,100.0,1.5948,7.5413,43,41.9,VERB,VB,n,noun.attribute,elasticity > physical_property > property
don,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,neutral,-0.2281,0.0,1,2.1,100.0,0.0785,6.3401,43,11.6,VERB,VB,n,noun.person,gentleman > man > adult
flatly,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-19.3056,0.0,1,2.1,100.0,-0.6425,4.8865,43,7.0,ADV,RB,r,adv.all,
Why,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-1.3129,0.0,1,2.1,100.0,1.1793,6.9338,43,41.9,SCONJ,WRB,n,noun.motive,reason > rational_motive > motivation
of,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,repressed,2.5773,0.0,1,2.1,100.0,1.5769,6.064,43,25.6,ADP,IN,,,
ABSOL,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-11.1317,0.0,1,2.1,100.0,-0.2589,1.6777,43,2.3,VERB,VB,,,
ĊĊ,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,repressed,20.0838,0.0,1,2.1,100.0,0.4671,3.0269,43,2.3,PROPN,NNP,,,
ABBA,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-11.1166,0.0,1,2.1,100.0,-0.2585,1.6754,43,2.3,PROPN,NNP,,,
Prove,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-11.1665,0.0,1,2.1,100.0,-0.2597,1.683,43,2.3,VERB,VB,v,verb.stative,be
Understand,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-11.2762,0.0,1,2.1,100.0,-0.2622,1.6995,43,2.3,VERB,VB,v,verb.cognition,
ĠI,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-22.1018,0.0,1,2.1,100.0,-0.514,3.3311,43,2.3,NOUN,NN,,,
âĢľNo,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,neutral,0.2393,0.0,1,2.1,100.0,0.0056,0.0361,43,2.3,NOUN,NNS,,,
ĊI,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,repressed,1.4799,0.0,1,2.1,100.0,0.0344,0.223,43,2.3,PROPN,NNP,,,
nope,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-1.7478,0.0,1,2.1,100.0,1.7482,5.5789,43,16.3,VERB,VB,,,
Ġno,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-23.8601,0.0,1,2.1,100.0,-0.5549,3.5961,43,2.3,VERB,VB,,,
Forget,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-21.6151,0.0,1,2.1,100.0,-1.023,3.7126,43,9.3,VERB,VB,v,verb.cognition,
some,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,promoted,-21.2337,0.0,1,2.1,100.0,-1.5542,5.0145,43,9.3,PRON,DT,a,adj.all,
only,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-0.5239,0.0,1,2.1,100.0,4.0929,8.5932,43,67.4,ADV,RB,s,adj.all,
first,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-12.0667,0.0,1,2.1,100.0,-1.2018,4.2148,43,9.3,ADV,RB,n,noun.relation,rank > status > state
focus,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-19.9685,0.0,1,2.1,100.0,-2.9535,8.2747,43,27.9,VERB,VB,n,noun.cognition,concentration > attention > faculty
save,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-3.3529,0.0,1,2.1,100.0,0.3175,7.0054,43,20.9,VERB,VB,n,noun.act,prevention > hindrance > act
reach,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-19.3416,0.0,1,2.1,100.0,-2.3451,6.3643,43,23.3,VERB,VB,n,noun.location,limit > extremity > region
resign,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-20.2439,0.0,1,2.1,100.0,-0.8559,3.8958,43,4.7,VERB,VB,v,verb.social,leave_office > leave > change
downgrade,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-2.8499,0.0,1,2.1,100.0,-0.5274,4.6975,43,7.0,VERB,VB,n,noun.attribute,grade > gradient > position
receive,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-10.3573,0.0,1,2.1,100.0,0.0278,8.3017,43,14.0,VERB,VB,v,verb.possession,get
put,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-1.234,0.0,1,2.1,100.0,3.649,8.3967,43,37.2,VERB,VB,n,noun.act,option > derivative_instrument > legal_document
sublet,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-1.9323,0.0,1,2.1,100.0,-0.9488,5.2917,43,11.6,VERB,VB,n,noun.possession,lease > property > possession
squat,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-20.391,0.0,1,2.1,100.0,-0.7594,3.5483,43,4.7,NOUN,NNS,n,noun.act,leg_exercise > exercise > effort
firstly,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-11.7209,0.0,1,2.1,100.0,-0.2726,1.7665,43,2.3,ADV,RB,r,adv.all,
at,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,repressed,2.3727,0.0,1,2.1,100.0,3.9097,7.5067,43,67.4,ADP,IN,n,noun.substance,chemical_element > substance > part
aim,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-21.1659,0.0,1,2.1,100.0,-0.9782,4.0655,43,7.0,VERB,VB,n,noun.cognition,goal > content > cognition
lay,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-0.5577,0.0,1,2.1,100.0,-0.0239,0.1088,43,4.7,VERB,VB,n,noun.communication,song > musical_composition > music
lower,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,repressed,1.2231,0.0,1,2.1,100.0,1.7434,8.9074,43,27.9,VERB,VB,n,noun.artifact,berth > bed > bedroom_furniture
end,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-2.2822,0.0,1,2.1,100.0,-0.0541,4.885,43,14.0,VERB,VB,n,noun.location,extremity > region > location
negoti,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-4.5633,0.0,1,2.1,100.0,-0.1061,0.6878,43,2.3,VERB,VB,,,
mention,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-0.8927,0.0,1,2.1,100.0,3.0698,8.3509,43,46.5,VERB,VB,n,noun.communication,remark > statement > message
down,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,repressed,20.0108,0.0,1,2.1,100.0,0.5528,4.6885,43,4.7,ADV,RB,n,noun.animal,feather > body_covering > covering
complain,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,repressed,3.3604,0.0,1,2.1,100.0,2.5524,10.3298,43,37.2,VERB,VB,v,verb.communication,
search,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-1.4072,0.0,1,2.1,100.0,-0.7181,5.4651,43,18.6,VERB,VB,n,noun.act,activity > act > event
win,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,repressed,7.9048,0.0,1,2.1,100.0,0.8533,4.2713,43,9.3,VERB,VB,n,noun.event,victory > ending > happening
qualify,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,repressed,0.9114,0.0,1,2.1,100.0,2.4065,6.9094,43,41.9,VERB,VB,v,verb.stative,suffice > satisfy > meet
make,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-0.9963,0.0,1,2.1,100.0,4.1213,8.0994,43,69.8,VERB,VB,n,noun.cognition,kind > category > concept
reduce,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-0.6592,0.0,1,2.1,100.0,-1.861,7.5068,43,25.6,VERB,VB,v,verb.change,decrease > change
consult,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-19.9126,0.0,1,2.1,100.0,-2.2846,5.7182,43,14.0,VERB,VB,v,verb.communication,ask > communicate > interact
live,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,promoted,-19.6471,0.0,1,2.1,100.0,5.3659,9.1654,43,72.1,VERB,VB,v,verb.stative,be
decrease,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,neutral,0.2763,0.0,1,2.1,100.0,-0.2721,4.1363,43,7.0,VERB,VB,n,noun.event,change > happening > event
stop,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,repressed,0.3721,0.0,1,2.1,100.0,2.6323,9.4965,43,39.5,VERB,VB,n,noun.event,ending > happening > event
expect,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,repressed,0.9037,0.0,1,2.1,100.0,0.503,6.8759,43,32.6,VERB,VB,v,verb.cognition,evaluate > think
ideally,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-20.173,0.0,1,2.1,100.0,-0.7331,3.453,43,4.7,ADV,RB,r,adv.all,
nt,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,repressed,1.9556,0.0,1,2.1,100.0,3.1963,4.5816,43,39.5,PART,RB,n,noun.group,nongovernmental_organization > organization > social_group
politely,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-20.2934,0.0,1,2.1,100.0,-0.4943,3.0585,43,4.7,ADV,RB,r,adv.all,
appeal,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-1.0608,0.0,1,2.1,100.0,-0.7603,5.2876,43,23.3,VERB,VB,n,noun.communication,request > speech_act > act
either,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-0.6778,0.0,1,2.1,100.0,1.5012,8.9947,43,25.6,ADV,RB,r,adv.all,
now,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-3.681,0.0,1,2.1,100.0,3.7652,8.2322,43,30.2,ADV,RB,n,noun.time,present > time > attribute
initiate,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,repressed,0.7085,0.0,1,2.1,100.0,-2.456,6.4261,43,27.9,VERB,VB,n,noun.person,unskilled_person > person > causal_agent
deduct,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-2.1064,0.0,1,2.1,100.0,3.4595,9.5571,43,37.2,VERB,VB,v,verb.cognition,calculate > reason > think
propose,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-0.4975,0.0,1,2.1,100.0,-0.0116,0.075,43,2.3,VERB,VB,v,verb.communication,declare > state > express
escalate,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-1.2076,0.0,1,2.1,100.0,-3.0995,7.0751,43,30.2,VERB,VB,v,verb.change,increase > change
firstly,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-11.3969,0.0,1,2.1,100.0,-0.6782,3.1466,43,4.7,ADV,RB,r,adv.all,
leave,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-20.2983,0.0,1,2.1,100.0,1.4965,9.1941,43,34.9,VERB,VB,n,noun.time,time_off > time_period > fundamental_quantity
act,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-1.847,0.0,1,2.1,100.0,-3.5903,7.5163,43,25.6,VERB,VB,n,noun.communication,legal_document > document > writing
counter,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-10.7569,0.0,1,2.1,100.0,-0.342,3.9373,43,4.7,VERB,VB,n,noun.artifact,table > furniture > furnishing
gather,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-0.7004,0.0,1,2.1,100.0,-0.2745,1.6744,43,4.7,VERB,VB,n,noun.artifact,sewing > needlework > creation
level,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-18.5603,0.0,1,2.1,100.0,-0.4316,2.7973,43,2.3,VERB,VB,n,noun.attribute,property > attribute > abstraction
counsel,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-10.0243,0.0,1,2.1,100.0,-0.2331,1.5108,43,2.3,VERB,VB,n,noun.person,lawyer > professional > adult
he,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,repressed,20.5814,0.0,1,2.1,100.0,2.046,5.6869,43,11.6,PRON,PRP,n,noun.substance,chemical_element > substance > part
think,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-20.3146,0.0,1,2.1,100.0,1.4796,6.1507,43,27.9,VERB,VB,n,noun.cognition,deliberation > consideration > thinking
sell,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-2.0113,0.0,1,2.1,100.0,3.253,9.0989,43,46.5,VERB,VB,n,noun.act,sale > selling > commerce
contest,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-19.9383,0.0,1,2.1,100.0,-0.4603,3.0056,43,2.3,VERB,VB,n,noun.event,social_event > event > psychological_feature
offer,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-20.79,0.0,1,2.1,100.0,-1.6604,10.4628,43,39.5,VERB,VB,n,noun.communication,speech_act > act > event
seek,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-2.335,0.0,1,2.1,100.0,-2.1542,7.4792,43,53.5,VERB,VB,n,noun.event,movement > happening > event
confront,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-21.2739,0.0,1,2.1,100.0,-2.8103,6.3222,43,18.6,VERB,VB,v,verb.competition,meet
lower,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-3.0456,0.0,1,2.1,100.0,-0.2029,5.9714,43,25.6,VERB,VB,n,noun.artifact,berth > bed > bedroom_furniture
enforce,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,neutral,-0.1932,0.0,1,2.1,100.0,-2.5446,7.5897,43,32.6,VERB,VB,v,verb.social,compel > induce
keep,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,repressed,1.6029,0.0,1,2.1,100.0,-0.6677,11.5133,43,32.6,VERB,VB,n,noun.possession,resource > assets > possession
countersue,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-10.9419,0.0,1,2.1,100.0,-0.6585,3.061,43,4.7,VERB,VB,,,
review,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,repressed,1.5538,0.0,1,2.1,100.0,-1.2043,8.6211,43,25.6,VERB,VB,n,noun.cognition,appraisal > classification > basic_cognitive_process
move,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-20.535,0.0,1,2.1,100.0,2.3929,9.573,43,62.8,VERB,VB,n,noun.act,decision > choice > action
respond,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-3.5853,0.0,1,2.1,100.0,-3.6927,6.8858,43,30.2,VERB,VB,v,verb.cognition,act
continue,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-3.6094,0.0,1,2.1,100.0,2.3627,7.1354,43,32.6,VERB,VB,v,verb.stative,act
reduce,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-1.3662,0.0,1,2.1,100.0,2.9974,7.0019,43,30.2,VERB,VB,v,verb.change,decrease > change
assume,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-1.1082,0.0,1,2.1,100.0,-0.441,2.784,43,9.3,VERB,VB,v,verb.cognition,expect > evaluate > think
show,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,neutral,-0.0917,0.0,1,2.1,100.0,0.6634,8.7356,43,27.9,VERB,VB,n,noun.act,entertainment > diversion > activity
collect,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-2.3526,0.0,1,2.1,100.0,2.0024,8.1644,43,41.9,VERB,VB,n,noun.communication,prayer > request > speech_act
handle,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-3.4233,0.0,1,2.1,100.0,-5.2805,8.2619,43,46.5,VERB,VB,n,noun.artifact,appendage > part > object
communicate,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,repressed,1.1368,0.0,1,2.1,100.0,-2.8675,6.1733,43,18.6,VERB,VB,v,verb.communication,convey > transfer > move
buy,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,repressed,0.5274,0.0,1,2.1,100.0,3.8396,10.2285,43,60.5,VERB,VB,n,noun.possession,purchase > acquisition > transferred_property
text,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-20.9935,0.0,1,2.1,100.0,-1.0618,4.0441,43,7.0,VERB,VB,n,noun.communication,matter > writing > written_communication
expect,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-20.5051,0.0,1,2.1,100.0,0.6845,8.765,43,39.5,VERB,VB,v,verb.cognition,evaluate > think
refuse,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,repressed,1.3167,0.0,1,2.1,100.0,2.1913,6.4104,43,48.8,VERB,VB,n,noun.substance,waste > material > substance
nt,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,repressed,2.7639,0.0,1,2.1,100.0,3.8107,4.8219,43,58.1,PART,RB,n,noun.group,nongovernmental_organization > organization > social_group
explain,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-3.6693,0.0,1,2.1,100.0,0.2474,6.7087,43,14.0,VERB,VB,v,verb.communication,inform > communicate > interact
reach,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-2.0838,0.0,1,2.1,100.0,-3.928,7.5176,43,41.9,VERB,VB,n,noun.location,limit > extremity > region
either,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,neutral,0.2248,0.0,1,2.1,100.0,1.5477,7.8782,43,25.6,ADV,RB,r,adv.all,
lock,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-19.2014,0.0,1,2.1,100.0,-0.1838,3.9534,43,4.7,VERB,VB,n,noun.artifact,fastener > restraint > device
put,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-2.6182,0.0,1,2.1,100.0,3.9358,9.5614,43,62.8,VERB,VB,n,noun.act,option > derivative_instrument > legal_document
squat,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-20.8319,0.0,1,2.1,100.0,-0.4845,3.1397,43,2.3,NOUN,NNS,n,noun.act,leg_exercise > exercise > effort
firstly,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-11.4108,0.0,1,2.1,100.0,-0.2654,1.7198,43,2.3,ADV,RB,r,adv.all,
fire,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,repressed,20.308,0.0,1,2.1,100.0,1.4201,5.4303,43,9.3,VERB,VB,n,noun.event,happening > event > psychological_feature
of,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-19.9499,0.0,1,2.1,100.0,5.7308,8.7516,43,46.5,ADP,IN,,,
