family,layer,model_id,prompt_key,prompt,gen_idx,step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words,top5_probs,top10_words
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,19,a,0.7900317311286926,0.7218539118766785,4,a,0.7900317311286926,a|deep|some|several|time,0.7900|0.1212|0.0572|0.0306|0.0002,a|deep|some|several|time|out|another|slow|three|deeper
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,20,moment,0.006433648522943258,0.6522101759910583,4,deep,0.7436286807060242,deep|few|moment|step|breath,0.7436|0.2414|0.0064|0.0044|0.0009,deep|few|moment|step|breath|cal|walk|couple|break|minute
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,21,to,0.9987916350364685,0.010771343484520912,1,to,0.9987916350364685,to|for|of|and|out,0.9988|0.0008|0.0002|0.0001|0.0000,to|for|of|and|out|alone|away|ary|in|before
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,22,calm,0.3219519853591919,1.9686366319656372,26,calm,0.3219519853591919,calm|collect|bre|take|compose,0.3220|0.2507|0.2213|0.0436|0.0339,calm|collect|bre|take|compose|think|gather|process|herself|center
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,23,down,0.6504979133605957,0.6560879349708557,3,down,0.6504979133605957,down|herself|ly|her|and,0.6505|0.3482|0.0013|0.0000|0.0000,down|herself|ly|her|and|yourself|down|Down|themselves|himself
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,24,before,0.11521509289741516,0.8682575225830078,6,and,0.7512967586517334,"and|before|,|.|by",0.7513|0.1152|0.0897|0.0227|0.0177,"and|before|,|.|by|as|her|in|using|so"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,25,respond,0.7072067856788635,1.4428880214691162,30,respond,0.7072067856788635,respond|speaking|dec|express|doing,0.7072|0.1085|0.0214|0.0188|0.0166,respond|speaking|dec|express|doing|react|taking|saying|she|continu
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,26,ing,0.9999990463256836,1.866926504590083e-05,1,ing,0.9999990463256836,ing|ed|ng|eing|s,1.0000|0.0000|0.0000|0.0000|0.0000,ing|ed|ng|eing|s|sing|ign|ent|ding|ively
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,27,",",0.06753098964691162,1.3827850818634033,12,.,0.5654300451278687,".|to|in|,|polit",0.5654|0.2357|0.0765|0.0675|0.0104,".|to|in|,|polit|kindly|with|calm|r|more"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,28,"""",0.5228195190429688,2.6329257488250732,63,"""",0.5228195190429688,"""|saying|apolog|thinking|foc",0.5228|0.0429|0.0260|0.0230|0.0230,"""|saying|apolog|thinking|foc|perhaps|which|rem|explaining|stating"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,0,29,I,0.9905698299407959,0.07445034384727478,3,I,0.9905698299407959,I|No|I|Let|Thank,0.9906|0.0036|0.0022|0.0009|0.0004,I|No|I|Let|Thank|S|Cal|Yes|Act|Ex
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,0,sc,0.3809133470058441,2.830557107925415,59,sc,0.3809133470058441,sc|p|l|hit|shout,0.3809|0.1588|0.0455|0.0354|0.0313,sc|p|l|hit|shout|cry|str|sm|sh|sp
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,1,ream,0.9999806880950928,0.0002612943353597075,1,ream,0.9999806880950928,ream|ree|old|are|oop,1.0000|0.0000|0.0000|0.0000|0.0000,ream|ree|old|are|oop|orch|rap|ald|ow|ram
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,2,",",0.25857487320899963,1.9199881553649902,26,.,0.4830814599990845,".|,|at|or|and",0.4831|0.2586|0.0741|0.0350|0.0273,".|,|at|or|and|but|She|""|when|I"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,3,but,0.8269652128219604,1.179822564125061,31,but,0.8269652128219604,but|her|cry|p|she,0.8270|0.0151|0.0151|0.0151|0.0092,"but|her|cry|p|she|""|or|hit|to|and"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,4,she,0.636551022529602,1.6893393993377686,32,she,0.636551022529602,she|instead|the|her|held,0.6366|0.1420|0.0280|0.0192|0.0170,she|instead|the|her|held|knew|didn|rest|there|all
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,5,knew,0.6880950331687927,1.4572712182998657,27,knew,0.6880950331687927,knew|didn|held|kept|couldn,0.6881|0.0931|0.0440|0.0302|0.0235,knew|didn|held|kept|couldn|controlled|rest|was|had|managed
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,6,it,0.4344281256198883,1.551270842552185,15,it,0.4344281256198883,it|that|better|she|sc,0.4344|0.2986|0.1598|0.0357|0.0149,it|that|better|she|sc|there|shout|the|her|if
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,7,wouldn,0.8173877000808716,0.6044887900352478,4,wouldn,0.8173877000808716,wouldn|would|was|wasn|couldn,0.8174|0.1420|0.0247|0.0150|0.0002,wouldn|would|was|wasn|couldn|might|could|didn|'|probably
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,8,',0.7053174376487732,0.6126304864883423,2,',0.7053174376487732,'|’|&|â|‘,0.7053|0.2940|0.0003|0.0001|0.0001,'|’|&|â|‘|t|��|&#|ât|�
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,9,t,0.9998698234558105,0.001402208348736167,1,t,0.9998698234558105,t|t|||,0.9999|0.0001|0.0000|0.0000|0.0000,t|t||||​|tt|td|T|ta
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,10,solve,0.13078798353672028,1.442138910293579,9,do,0.45649489760398865,do|change|solve|help|bring,0.4565|0.2769|0.1308|0.0793|0.0201,do|change|solve|help|bring|accomplish|make|achieve|get|be
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,11,anything,0.9373106360435486,0.2488812655210495,3,anything,0.9373106360435486,anything|the|any|her|things,0.9373|0.0599|0.0018|0.0005|0.0002,anything|the|any|her|things|much|a|matters|anyone|their
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,12,.,0.9307355880737305,0.4419839382171631,12,.,0.9307355880737305,".|to|,|so|if",0.9307|0.0193|0.0103|0.0081|0.0071,".|to|,|so|if|right|—|and|;|She"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,13,R,0.006782316602766514,1.2333636283874512,24,Instead,0.7839292287826538,"Instead|She|It|""|The",0.7839|0.0826|0.0144|0.0127|0.0112,"Instead|She|It|""|The|Hold|R|Her|T|There"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,14,ather,0.9275054931640625,0.3861066699028015,7,ather,0.9275054931640625,ather|ation|ais|ational|iley,0.9275|0.0408|0.0080|0.0071|0.0062,ather|ation|ais|ational|iley|age|:|aging|ising|ania
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,15,than,0.9230931401252747,0.2791104316711426,2,than,0.9230931401252747,"than|,|she|than|then",0.9231|0.0758|0.0007|0.0001|0.0001,"than|,|she|than|then|it|calm|the|that|like"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,16,y,0.19416898488998413,2.9666755199432373,48,y,0.19416898488998413,y|l|sc|letting|let,0.1942|0.1512|0.1335|0.0917|0.0630,y|l|sc|letting|let|foc|shout|vent|expl|causing
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,17,ell,0.26894134283065796,0.5822089910507202,2,elling,0.7310583591461182,elling|ell|el|elled|ank,0.7311|0.2689|0.0000|0.0000|0.0000,elling|ell|el|elled|ank|ells|ammer|ow|apping|ak
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,18,at,0.019037986174225807,0.3947697579860687,5,",",0.9173015356063843,",|or|and|at|back",0.9173|0.0356|0.0216|0.0190|0.0055,",|or|and|at|back|her|out|about|in|she"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,19,Jack,0.0013402046170085669,3.063413619995117,51,him,0.2553977966308594,him|her|the|them|your,0.2554|0.2554|0.1989|0.0210|0.0087,him|her|the|them|your|J|everyone|D|T|M
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,20,",",0.9381455779075623,0.32007670402526855,6,",",0.9381455779075623,",|for|or|to|again",0.9381|0.0321|0.0195|0.0026|0.0023,",|for|or|to|again|and|ie|she|'|about"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,21,she,0.48126596212387085,3.1211845874786377,79,she,0.48126596212387085,she|Soph|Sarah|Isabel|May,0.4813|0.0507|0.0308|0.0187|0.0187,she|Soph|Sarah|Isabel|May|Emma|L|maybe|it|Alex
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,22,opt,0.02784358151257038,2.2223544120788574,24,needed,0.2641725540161133,needed|decided|took|could|should,0.2642|0.2642|0.1414|0.1248|0.0358,needed|decided|took|could|should|chose|opt|tried|would|reached
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,23,ed,1.0,1.8418822946841829e-06,1,ed,1.0,ed|for|to|ED|eda,1.0000|0.0000|0.0000|0.0000|0.0000,ed|for|to|ED|eda|red|[|'|ing|ted
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,24,for,0.6074196696281433,0.6736788749694824,2,for,0.6074196696281433,for|to|instead|not|against,0.6074|0.3922|0.0003|0.0000|0.0000,"for|to|instead|not|against|again|just|out|simply|,"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,25,a,0.7959889769554138,1.3122444152832031,39,a,0.7959889769554138,a|another|em|an|taking,0.7960|0.0187|0.0187|0.0129|0.0129,a|another|em|an|taking|finding|understanding|calm|the|keeping
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,26,calm,0.021109068766236305,1.6704118251800537,22,more,0.5444100499153137,more|different|cal|so|calm,0.5444|0.2269|0.0574|0.0348|0.0211,more|different|cal|so|calm|gent|gentle|peace|qui|cool
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,27,",",0.29375895857810974,1.3688678741455078,14,and,0.5488139390945435,"and|,|tone|but|approach",0.5488|0.2938|0.0351|0.0351|0.0146,"and|,|tone|but|approach|response|voice|conversation|discussion|explanation"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,28,rational,0.2647920846939087,2.8654422760009766,46,rational,0.2647920846939087,rational|measured|collected|steady|firm,0.2648|0.1251|0.1104|0.0669|0.0591,rational|measured|collected|steady|firm|composed|cool|so|gentle|clear
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,1,29,tone,0.3220030963420868,1.7201030254364014,11,tone,0.3220030963420868,tone|approach|conversation|response|discussion,0.3220|0.2508|0.1342|0.1342|0.1185,tone|approach|conversation|response|discussion|voice|explanation|argument|de|dialog
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,0,sc,0.3809133470058441,2.830557107925415,59,sc,0.3809133470058441,sc|p|l|hit|shout,0.3809|0.1588|0.0455|0.0354|0.0313,sc|p|l|hit|shout|cry|str|sm|sh|sp
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,1,ream,0.9999806880950928,0.0002612943353597075,1,ream,0.9999806880950928,ream|ree|old|are|oop,1.0000|0.0000|0.0000|0.0000|0.0000,ream|ree|old|are|oop|orch|rap|ald|ow|ram
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,2,.,0.4830814599990845,1.9199881553649902,26,.,0.4830814599990845,".|,|at|or|and",0.4831|0.2586|0.0741|0.0350|0.0273,".|,|at|or|and|but|She|""|when|I"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,3,It,0.573331356048584,1.9050347805023193,25,It,0.573331356048584,It|An|I|You|Being,0.5733|0.0996|0.0604|0.0415|0.0367,It|An|I|You|Being|She|No||Instead|But
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,4,',0.6313765048980713,1.3099772930145264,10,',0.6313765048980713,'|is|sounds|’|might,0.6314|0.1243|0.0854|0.0587|0.0404,'|is|sounds|’|might|can|may|seems|would|could
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,5,s,0.9999940395355225,9.131236583925784e-05,1,s,0.9999940395355225,s||s||d,1.0000|0.0000|0.0000|0.0000|0.0000,s||s||d|ll|sa||​|sounds
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,6,understand,0.8801838755607605,0.5757501125335693,11,understand,0.8801838755607605,understand|okay|not|natural|important,0.8802|0.0438|0.0438|0.0098|0.0052,understand|okay|not|natural|important|never|completely|difficult|best|better
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,7,able,0.9999985694885254,2.022674925683532e-05,1,able,0.9999985694885254,able|ably|ble|ible|that,1.0000|0.0000|0.0000|0.0000|0.0000,able|ably|ble|ible|that|ABLE|b|abe|abl|abled
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,8,to,0.7652136087417603,0.6127177476882935,4,to,0.7652136087417603,to|that|why|if|you,0.7652|0.2192|0.0124|0.0024|0.0004,"to|that|why|if|you|how|for|when|,|and"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,9,feel,0.9913157224655151,0.05500700697302818,2,feel,0.9913157224655151,feel|be|want|have|get,0.9913|0.0076|0.0005|0.0003|0.0001,feel|be|want|have|get|express|experience|become|feeling|let
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,10,angry,0.8225823640823364,0.8147521615028381,14,angry,0.8225823640823364,angry|ups|fr|that|this,0.8226|0.0675|0.0361|0.0281|0.0104,angry|ups|fr|that|this|strongly|a|passion|anger|emot
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,11,when,0.45496320724487305,1.258729338645935,12,when,0.45496320724487305,"when|in|,|at|after",0.4550|0.4015|0.0480|0.0423|0.0200,"when|in|,|at|after|if|under|sometimes|given|and"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,12,you,0.705393373966217,1.3675322532653809,20,you,0.705393373966217,you|we|something|someone|things,0.7054|0.0579|0.0511|0.0451|0.0241,you|we|something|someone|things|faced|a|wrong|unf|there
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,13,think,0.02381005883216858,2.027686357498169,20,',0.4220433831214905,'|are|feel|believe|encounter,0.4220|0.1209|0.1067|0.1067|0.0571,'|are|feel|believe|encounter|perce|or|think|experience|have
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,14,you,0.4188910722732544,1.5849642753601074,16,you,0.4188910722732544,you|someone|your|that|something,0.4189|0.3262|0.1059|0.0442|0.0390,you|someone|your|that|something|others|people|justice|there|a
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,15,',0.7000167369842529,0.8719713687896729,9,',0.7000167369842529,'|have|are|or|haven,0.7000|0.2273|0.0507|0.0078|0.0029,'|have|are|or|haven|may|des|’|were|might
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,16,ve,0.9465669393539429,0.2088274508714676,2,ve,0.9465669393539429,ve|re|d|ve|r,0.9466|0.0534|0.0000|0.0000|0.0000,ve|re|d|ve|r|ll|e|v|er|VE
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,17,been,0.9833170771598816,0.11135733872652054,4,been,0.9833170771598816,been|made|done|suffered|received,0.9833|0.0066|0.0066|0.0012|0.0008,been|made|done|suffered|received|encountered|just|experienced|lost|put
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,18,wrong,0.8623123168945312,0.5065157413482666,4,wrong,0.8623123168945312,wrong|treated|unf|mist|hurt,0.8623|0.0909|0.0429|0.0031|0.0002,wrong|treated|unf|mist|hurt|a|done|de|dis|slight
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,19,ed,0.9999876022338867,0.00016129024152178317,1,ed,0.9999876022338867,"ed|fully|ly|edly|,",1.0000|0.0000|0.0000|0.0000|0.0000,"ed|fully|ly|edly|,|or|in|.|and|-"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,20,or,0.6193658113479614,1.0163700580596924,4,or,0.6193658113479614,"or|in|,|.|and",0.6194|0.1775|0.1775|0.0240|0.0005,"or|in|,|.|and|somehow|;|-|–|but"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,21,treated,0.5351507067680359,1.4481316804885864,17,treated,0.5351507067680359,treated|when|mist|unf|a,0.5352|0.2528|0.0990|0.0439|0.0134,treated|when|mist|unf|a|your|wrong|hurt|someone|you
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,22,unf,0.9994807839393616,0.005006606690585613,1,unf,0.9994807839393616,unf|un|poor|in|wrong,0.9995|0.0003|0.0002|0.0000|0.0000,unf|un|poor|in|wrong|badly|impro|uns|incorrectly|neg
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,23,air,1.0,2.5596364139346406e-07,1,air,1.0,air|avor|av|aire|ai,1.0000|0.0000|0.0000|0.0000|0.0000,air|avor|av|aire|ai|airs|aires|org|ath|ari
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,24,ly,1.0,4.187395763466384e-09,1,ly,1.0,"ly|.|,|LY|ley",1.0000|0.0000|0.0000|0.0000|0.0000,"ly|.|,|LY|ley|ely|fully|ally|in|ily"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,25,.,0.677157461643219,0.6500920653343201,3,.,0.677157461643219,".|,|-|–|;",0.6772|0.3199|0.0017|0.0005|0.0003,".|,|-|–|;|—|in|by|—|--"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,26,However,0.7892161011695862,1.0565201044082642,23,However,0.7892161011695862,However|It|But|Vent|Express,0.7892|0.0648|0.0369|0.0254|0.0198,However|It|But|Vent|Express|T|Unfortunately|Allow|Just|An
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,27,",",0.9999715089797974,0.0003869091160595417,1,",",0.9999715089797974,",|it|y|shout|sc",1.0000|0.0000|0.0000|0.0000|0.0000,",|it|y|shout|sc|express|,|if|angry|violent"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,28,sc,0.3232141137123108,1.6446764469146729,26,it,0.4702737629413605,it|sc|y|if|shout,0.4703|0.3232|0.0636|0.0301|0.0234,it|sc|y|if|shout|express|there|you|when|using
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,2,29,ream,0.9999977350234985,3.3410353353247046e-05,1,ream,0.9999977350234985,ream|aring|ree|old|re,1.0000|0.0000|0.0000|0.0000|0.0000,ream|aring|ree|old|re|arring|ary|rew|ared|rea
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,0,sc,0.3809133470058441,2.830557107925415,59,sc,0.3809133470058441,sc|p|l|hit|shout,0.3809|0.1588|0.0455|0.0354|0.0313,sc|p|l|hit|shout|cry|str|sm|sh|sp
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,1,ream,0.9999806880950928,0.0002612943353597075,1,ream,0.9999806880950928,ream|ree|old|are|oop,1.0000|0.0000|0.0000|0.0000|0.0000,ream|ree|old|are|oop|orch|rap|ald|ow|ram
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,2,.,0.4830814599990845,1.9199881553649902,26,.,0.4830814599990845,".|,|at|or|and",0.4831|0.2586|0.0741|0.0350|0.0273,".|,|at|or|and|but|She|""|when|I"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,3,An,0.09963005036115646,1.9050347805023193,25,It,0.573331356048584,It|An|I|You|Being,0.5733|0.0996|0.0604|0.0415|0.0367,It|An|I|You|Being|She|No||Instead|But
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,4,ger,0.9955897331237793,0.02996109612286091,2,ger,0.9955897331237793,ger|gry|anger|angry|yth,0.9956|0.0041|0.0002|0.0001|0.0000,ger|gry|anger|angry|yth||no|gr|x|un
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,5,is,0.25698229670524597,0.8414132595062256,10,can,0.698550283908844,can|is|often|should|usually,0.6986|0.2570|0.0164|0.0088|0.0037,can|is|often|should|usually|isn|doesn|typically|rarely|does
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,6,an,0.01490340381860733,0.10959689319133759,3,a,0.9815074801445007,a|an|understand|usually|often,0.9815|0.0149|0.0010|0.0005|0.0005,a|an|understand|usually|often|one|certainly|normal|always|not
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,7,understand,0.41231992840766907,1.4026015996932983,10,understand,0.41231992840766907,understand|inten|em|emot|normal,0.4123|0.2662|0.2501|0.0205|0.0160,understand|inten|em|emot|normal|appropriate|un|important|entirely|natural
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,8,able,0.9999921321868896,0.00010076280159410089,1,able,0.9999921321868896,able|ably|ible|ABLE|ibly,1.0000|0.0000|0.0000|0.0000|0.0000,able|ably|ible|ABLE|ibly|­|​|able|em|b
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,9,and,0.33871522545814514,1.04256272315979,7,em,0.558447003364563,em|and|feeling|emot|human,0.5584|0.3387|0.0627|0.0245|0.0070,"em|and|feeling|emot|human|response|reaction|,|strong|response"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,10,natural,0.14439204335212708,1.037476897239685,14,normal,0.733283281326294,normal|natural|valid|health|often,0.7333|0.1444|0.0343|0.0208|0.0195,normal|natural|valid|health|often|common|appropriate|sometimes|even|acceptable
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,11,em,0.9046273827552795,0.4155818819999695,5,em,0.9046273827552795,em|human|feeling|response|emot,0.9046|0.0423|0.0423|0.0065|0.0039,em|human|feeling|response|emot|reaction|response|part|expression|re
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,12,otion,1.0,3.4745458066254287e-08,1,otion,1.0,otion|o|ot|ote|O,1.0000|0.0000|0.0000|0.0000|0.0000,otion|o|ot|ote|O|oit|path|...|oti|tion
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,13,",",0.9449222683906555,0.3044489324092865,7,",",0.9449222683906555,",|that|and|.|;",0.9449|0.0173|0.0153|0.0135|0.0034,",|that|and|.|;|when|to|but|in|–"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,14,but,0.25872787833213806,0.7679287195205688,5,and,0.7032952904701233,and|but|so|especially|however,0.7033|0.2587|0.0273|0.0061|0.0011,and|but|so|especially|however|particularly|it|which|often|as
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,15,it,0.6091198921203613,1.2220985889434814,17,it,0.6091198921203613,it|sc|if|shout|when,0.6091|0.2877|0.0173|0.0152|0.0126,it|sc|if|shout|when|y|excess|express|sometimes|you
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,16,',0.4315849542617798,1.3395323753356934,6,',0.4315849542617798,'|can|is|’|may,0.4316|0.2618|0.2039|0.0850|0.0115,'|can|is|’|may|might|could|isn|would|often
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,17,s,0.999987006187439,0.0001857766037574038,1,s,0.999987006187439,s|s|||,1.0000|0.0000|0.0000|0.0000|0.0000,s|s||||​||ças|sce|sa
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,18,important,0.8371392488479614,0.7790654897689819,12,important,0.8371392488479614,important|not|usually|best|generally,0.8371|0.0472|0.0325|0.0253|0.0223,important|not|usually|best|generally|often|always|never|better|also
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,19,to,0.9872258305549622,0.07041022926568985,2,to,0.9872258305549622,to|not|for|that|never,0.9872|0.0124|0.0002|0.0001|0.0000,to|not|for|that|never|try|when|always|we|in
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,20,find,0.13158297538757324,1.3257300853729248,19,remember,0.6682334542274475,remember|find|express|try|channel,0.6682|0.1316|0.0622|0.0377|0.0229,remember|find|express|try|channel|keep|be|learn|manage|recognize
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,21,health,0.834868311882019,0.6223400831222534,8,health,0.834868311882019,health|ways|construct|a|safe,0.8349|0.1130|0.0286|0.0135|0.0030,health|ways|construct|a|safe|other|more|positive|appropriate|alternative
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,22,y,0.8670356273651123,0.391986221075058,2,y,0.8670356273651123,y|ier|ful|ily|ways,0.8670|0.1330|0.0000|0.0000|0.0000,y|ier|ful|ily|ways|iest|-|ly|alternatives|care
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,23,out,0.0530267208814621,0.2521760165691376,3,ways,0.9399211406707764,"ways|out|and|,|channels",0.9399|0.0530|0.0063|0.0004|0.0002,"ways|out|and|,|channels|expressions|cop|expression|methods|alternatives"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,24,lets,0.9999966621398926,4.663802610593848e-05,1,lets,0.9999966621398926,lets|let|comes|-|bur,1.0000|0.0000|0.0000|0.0000|0.0000,lets|let|comes|-|bur|ward|ways|of|channels|look
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,25,for,0.9756297469139099,0.15406200289726257,6,for,0.9756297469139099,for|to|and|like|instead,0.9756|0.0139|0.0024|0.0024|0.0015,for|to|and|like|instead|rather|when|such|so|in
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,26,it,0.899909496307373,0.46556606888771057,8,it,0.899909496307373,it|your|express|our|that,0.8999|0.0652|0.0145|0.0078|0.0022,it|your|express|our|that|how|emot|those|feelings|release
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,27,.,0.08498192578554153,1.6329456567764282,13,rather,0.4315738379955292,"rather|,|instead|.|so",0.4316|0.2310|0.1588|0.0850|0.0243,"rather|,|instead|.|so|when|like|in|and|such"
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,28,T,0.18243731558322906,2.8543882369995117,45,S,0.26544472575187683,S|T|You|Instead|If,0.2654|0.1824|0.0671|0.0592|0.0461,S|T|You|Instead|If|Consider|Some|It|Sometimes|Try
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,3,29,alk,0.9626268744468689,0.18793568015098572,3,alk,0.9626268744468689,alk|aking|elling|ears|ear,0.9626|0.0213|0.0156|0.0004|0.0001,alk|aking|elling|ears|ear|ension|apping|ight|ips|aming
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,4,0,p,0.1587883085012436,2.830557107925415,59,sc,0.3809133470058441,sc|p|l|hit|shout,0.3809|0.1588|0.0455|0.0354|0.0313,sc|p|l|hit|shout|cry|str|sm|sh|sp
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,4,1,unch,0.9993194341659546,0.0064329481683671474,1,unch,0.9993194341659546,unch|ound|um|out|ounce,0.9993|0.0003|0.0003|0.0001|0.0000,unch|ound|um|out|ounce|elt|addle|iss|ump|urr
amber,aligned,LLM360/AmberSafe,anger,She was so angry she wanted to,4,2,something,0.6921159029006958,0.9707005023956299,7,something,0.6921159029006958,something|a|the|him|someone,0.6921|0.1983|0.0644|0.0184|0.0163,something|a|the|him|someone|her|everything|somebody|them|through
