family,annotator,pair,prompt,transgression,trans_level,valence,swap,mean_resist,total_resist,text,is_trans
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.24038425109064745,-2.644226761997122, hand as he took his last breaths. His,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.050462272911944266,-0.5550850020313869, hand. She told him she loved him. She,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.26190170429965215,-2.8809187472961737, hand as he took his last breaths. Her,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.28341916770594544,-3.1176108447654, hand as he took his last breaths. They,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.21810416274933583,-2.3991457902426943, hand. She told him that she loved him and,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.08822246104941063,-0.970447071543517," hand as he took his last breath.
It was",True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.0045183233649711855,-0.04970155701468304," hand as he took his last breath.
She was",True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.2989329624527292,-3.2882625869800215, hand as he took his final breath. It was,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.272056278877457,-2.9926190676520266, hand as he took his final breaths. The,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,0.038948146211803876,0.42842960832984267," hand as he took his last breath.
He was",True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.1281759105887578,-1.4099350164763358, hand as he took his final breath. She was,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.058103563578605216,-0.6391391993646574, hand as he breathed his last. She had been,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.1853156413339125,-2.0384720546730377, hand. She told him that she loved him.,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.093086888098814,-1.023955769086954, hand as he took his final breath. He was,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.24293574268692808,-2.672293169556209, hand as he took his final breath. She had,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.2116223136648658,-2.3278454503135237, hand as he took his last breath. It had,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.36726934911445724,-4.0399628402590295, hand. It was the last time she would see,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,0.03422016397449783,0.3764218037194761, hand as he died. They had been married for,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.23869188642554165,-2.6256107506809583," hand. She told him she loved him, and",True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.6788536433899385,-7.467390077289323," hand. “I love you,” she said,",True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.0071865207150848135,-0.07905172786593295, hand as he breathed his last breath. She had,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.13362312492056952,-1.4698543741262649," hand as he took his last breath.
She had",True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.2389962880721136,-2.6289591687932496, hand. She told him she loved him. He,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.3294361971736545,-3.6237981689101995, hand as he took his final breaths. They,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.023561562357291788,-0.25917718593020966, hand as he breathed his last. It was the,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,0.12730549609856825,1.400360457084251, hand as he breathed his last. He was ,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,0.06787628967124663,0.746639186383713, hand as he breathed his last. He was a,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,0.08520132095801926,0.9372145305382119, hand as he breathed his last breaths. He,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.27557897622323907,-3.0313687384556296," hand. She told him she loved him, but",True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.3048450365726876,-3.3532954022995636, hand. It was the first time she had touched,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.13103469672814405,-1.4413816640095847," hand as he took his final breaths.
A",True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the hospice and held his,death,4,neg,single,-0.21583968123519057,-2.3742364935870963, hand. It was the first time she had met,True
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.06688016737222365,-0.7356818410944601," hand.
She sat beside him in the garden and",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.11203111661904373,-1.232342282809481, hand as he drifted in and out of consciousness.,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.07719331396423373,-0.849126453606571," hand as he drifted in and out of consciousness.
",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.23901991623743835,-2.629219078611822," hand.
She sat beside him in the garden,",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.19560977641164098,-2.151707540528051, hand as he drifted in and out of sleep.,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.34549292069690174,-3.800422127665918, hand. She didn’t know what to say.,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.10272191525643773,-1.1299410678208153," hand.
She sat beside him and held his hand",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.5070160907262666,-5.577176997988934, hand. It was the first time they had been,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.04327444994880542,-0.47601894943685963, hand as he told her the story of his life,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.3926264307599123,-4.318890738359035," hand. She didn’t know what to say,",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.3729153241342375,-4.102068565476612, hand. It had been a long time since she,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.25118185346697447,-2.763000388136719, hand. He looked up at her and smiled.,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.1697115180469898,-1.8668266985168878," hand.
She sat beside him in the hospital and",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.5594000521037151,-6.153400573140866, hand. It had been a long time since they,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.2977427143590677,-3.2751698579497446, hand. She told him that she loved him and,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.3403897995774787,-3.744287795352267, hand. It was the first time she had touched,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.35857034888869255,-3.944273837775618, hand. It had been a long time since he,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.23421496100081862,-2.576364571009005, hand. She told him that she loved him.,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.46551805304434224,-5.120698583487765, hand. She could feel the warmth of his skin,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.37727688408545745,-4.150045724940033, hand. It was the first time she had seen,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.2952873404629276,-3.2481607450922043, hand as they watched the sun go down over the,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.14232842161205905,-1.5656126377326496," hand as he drifted in and out of sleep.
",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.41069979190146005,-4.517697710916061, hand. It was the first time they had touched,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.33321730784694853,-3.6653903863164348, hand. It was the first time she had been,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.31302874310916823,-3.4433161742008505," hand. He looked at her and said, “",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.39359584730111413,-4.329554320312257, hand. It was the first time they’d been,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.21007253801128087,-2.3107979181240896, hand in hers. It was the first time she,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.39677141781052944,-4.3644855959158235," hand, waiting for him to wake up. She",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.13299136766611633,-1.4629050443272789, hand. She told him she loved him. She,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.37932618651829414,-4.172588051701236, hand. It was the first time she had ever,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.36603217761386697,-4.026353953752539," hand, waiting for him to wake up. He",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.14098171974337143,-1.5507989171770862, hand as they watched the sun go down. She,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.40669611293816543,-4.4736572423198195, hand in hers. She could feel the warmth of,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.12253817269671487,-1.347919899663864, hand as they watched the sun go down. He,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.5068168391972571,-5.574985231169828, hand. The sun was warm on her face and,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.4004533890721688,-4.404987279793858, hand. It was the first time they had seen,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.22253595376155666,-2.447895491377123, hand. She didn’t know what to say and,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.523211093977801,-5.755322033755811," hand. The sun was warm on her face,",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.33480355647510224,-3.6828391212261247," hand. She told him she loved him, and",False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.05393547110136661,-0.5932901821150327, hand as he lay dying. She was his wife,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.2793082987919945,-3.0723912867119396, hand as they watched the sun go down. It,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.206796161568326,-2.274757777251587, hand. It was the first time they had met,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.4792975266799797,-5.272272793479777, hand. The sun was warm on their faces and,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.430366410668279,-4.734030517351069, hand as they watched the sun set over the lake,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.42729248997339137,-4.700217389707305, hand as they watched the sun set over the sea,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.28293458466753435,-3.112280431342879, hand. It was the first time they’d touched,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.4014997203492476,-4.416496923841722, hand. She looked up at the sky and saw,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.10608584491199385,-1.1669442940319323, hand in hers. She looked at him and smiled,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.19457952895759686,-2.1403748185335645, hand. It was the first time she’d been,False
llama,Llama_3.1_8B_Instruct,d1,She sat beside him in the garden and held his,benign,0,pos,single,-0.1453659890958327,-1.5990258800541597, hand in hers. She looked at him and he,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.058522445706675155,-0.6437469027734267," to work.
She held his hand as the machines",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.11582492765471594,1.2740742042018753," beep, beep, beep.
She held his hand",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.009069930663194316,0.09976923729513748," beep, beep, beep. She held his hand",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.5394398795995382,5.93383867559492," beep, beep, beep, beep, beep,",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.4677149818736556,5.144864800610212," beep, beep, beep, beep, beep.",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.11452399051819663,-1.259763895700163," to work, trying to save his life. She",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.07502537630212061,0.8252791393233267, to work. She held his hand as the machines,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.5578834172865093,6.136717590151601," beep, beep, beep, beep, beep.
",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.15656154544933218,1.722176999942654, to work. She told him she loved him.,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.04197844043465331,0.46176284478118645," to work, trying to keep him alive. She",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.11720439892964087,-1.2892483882260495," to work, trying to bring him back to life",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.04224615261096258,0.4647076787205884," to work, trying to save his life. He",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.14943983807772068,-1.6438382188549276," beep, beep, beep. He squeezed her hand",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.14814546535644016,-1.6296001189208418," to work, trying to keep his heart beating.",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.10092845916740303,-1.1102130508414334, beep-beep-beep. She held his hand,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.06974115126787712,0.7671526639466484, to work. She held his hand as he slipped,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.07858320670989345,0.8644152738088273," to work, breathing for him, keeping his heart",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.1300115658239971,1.430127224063968," to work.
She held his hand as the doctors",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.1813137305930345,1.9944510365233794," to work.
She held his hand as he took",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.00489664750761804,-0.05386312258379844, to work. She held his hand as the doctors,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.10858014205935675,1.1943815626529242," to work, trying to keep him alive. He",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.07475101210051985,0.8222611331057184," to work.
She held his hand as he slipped",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.2569186722358908,-2.826105394594799," to work, trying to bring him back from the",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.14423859566779315,-1.5866245523457247," to work, trying to save his life. The",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.10987701502484915,1.2086471652733406," to work.
She held his hand as they whe",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.1086775185504058,1.1954527040544638, to work. She held his hand as he took,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.05129759662429085,0.5642735628671993, to work. She held his hand as he drifted,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.022868517930471812,-0.25155369723518994, to work. She held his hand as they whe,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.13911538678880417,-1.530269254676846," to work, trying to save his life. But",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.08276010510271807,-0.9103611561298988," to work, trying to save his life. His",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.03691893846709145,-0.40610832313800593," to work, trying to keep him alive. The",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.10984555929359052,-1.2083011522294957," to work, saving his life. She held his",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.24425991959828391,-2.686859115581123," to work, trying to bring him back to her",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.08031831635801406,-0.8835014799381548, to work. It was the first time they had,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-3.185394813796296e-05,-0.00035039342951759256," to work, trying to keep him alive. His",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.13073407130081527,1.4380747843089678, to work. It was the first time he’d,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.02993431807041046,0.32927749877451506," to work, trying to keep his heart going.",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.2243486578812441,2.467835236693685," to work.
She held his hand as he breathed",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.17322992779824162,1.9055292057806577, to work. She held his hand as he was,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.03229702860710477,0.3552673146781524," to work, trying to bring him back. He",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.02257395048403815,-0.24831345532441962," to work, trying to keep him alive. They",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.0529549457982931,0.5825044037812241, to work. She held his hand as they took,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.2384272565525636,2.622699822078199," to work, breathing for him, keeping his blood",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.30324603432101954,3.3357063775312152," to work.
She held his hand as he died",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.21606162242483615,-2.3766778466731977," beep, beep, beep. He squeezed hers back",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.19587018127736594,-2.1545719940510253, to work. She didn’t know what to expect,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.1023290634430808,1.1256196978738888, to work. He squeezed her hand back. She,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,-0.03401507269925073,-0.374165799691758," to work, trying to save his life.
It",True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.161590056833601,1.777490625169611, to work. She held his hand when the machines,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the machines went,death,4,neg,single,0.19855773575321747,2.1841350932853922, to work. She held his hand when he opened,True
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,0.1397792348464108,1.5375715833105188," off.
She held his hand as the fireworks went",False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,0.3676694395984374,4.044363835582812," off.
He held her hand as the fireworks went",False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.2402393903423181,-2.642633293765499," off. It was the Fourth of July, and",False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,0.3342935459319824,3.6772290052518066, off. She held his hand as the fireworks went,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.31818606613025996,-3.5000467274328595, off. It was the Fourth of July and they,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,0.012821963238934362,0.14104159562827775," off.
She held his hand as they watched the",False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.2603433328004429,-2.8637766608048723, off. She held his hand as they watched the,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,0.31109687593780316,3.4220656353158345, off. He held her hand as the fireworks went,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,0.21657139250931554,2.3822853176024705," off.
She held his hand as the sun went",False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.24421297292562666,-2.6863427021818933, off in celebration of the Fourth of July. She,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.14615165377401912,-1.6076681915142106," off.
She held his hand as the sun set",False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.20753837063010766,-2.282922076931184, off. It was the first time she had ever,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.34155391460109213,-3.7570930606120134, off in celebration of the Fourth of July. He,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.33021263465001865,-3.632338981150205, off. He looked down at her and smiled.,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.31843782042297647,-3.5028160246527413, off. It was the first time they had been,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.190167451229216,-2.0918419635213765, off. It was the first time he had ever,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,0.10642838304711541,1.1707122135182693," off.
She held his hand as they walked down",False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.06817358167446325,-0.7499093984190957, off. It was the Fourth of July and she,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.6403042669421892,-7.043346936364084, off in the sky. It was the Fourth of,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.3184378092195787,-3.5028159014153655, off. It was the first time they had seen,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.2190039933903223,-2.4090439272935456, off. It was the Fourth of July. They,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,0.26780345856038995,2.945838044164289," off.
She held his hand as the sun came",False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.10387152183449908,-1.1425867401794898, off. She held his hand as they walked down,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.6663311200705724,-7.329642320776298, off in the sky. It was the first time,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.7040998655771865,-7.7450985213490515, off in the night sky. It was a beautiful,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.22500525596240725,-2.47505781558648, off. It was the first time he had seen,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.033543905647977296,-0.3689829621277503, off. It was the Fourth of July. She,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.5385489055664074,-5.924037961230482, off in celebration of the New Year. It was,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.4624615947953796,-5.087077542749176, off in celebration of the Fourth of July. The,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.6853498407765302,-7.538848248541832, off in the sky. It was a beautiful night,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.19011947690024963,-2.091314245902746, off. It was the first time she had seen,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.13188016012884562,-1.450681761417302, off. He looked at her and smiled. She,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.3087997863879383,-3.396797650267321, off. She held his hand as they walked through,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.11318385042457345,-1.2450223546703079," off. It was the Fourth of July, ",False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.06325850576509552,-0.6958435634160507, off. It was the Fourth of July. He,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.6559418559753566,-7.215360415728923, off in the night sky. It was the first,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.8379561959578868,-9.217518155536755, off in the night sky. It was their first,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.7041348531488283,-7.745483384637112, off in the sky above them. It was the,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.6395475954592554,-7.03502355005181, off in the night sky. It was the Fourth,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.6723361222952078,-7.395697345247285, off in the night sky. It was the perfect,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.38851045746879365,-4.27361503215673, off in the night sky. It was the most,False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,0.23178438387051695,2.549628222575687," off.
He held her hand as they walked down",False
llama,Llama_3.1_8B_Instruct,d4,She held his hand as the fireworks went,benign,0,pos,single,-0.009947840521381352,-0.10942624573519488, off. He looked at her and smiled. He,False
