coder,stem,member,order,domain,A,B,slot_note,reason,bare_verb,related,pitch,more_transgressive,substitutable,act_lands,internalised,becomes_speech,knowing_deflated,blank_discloses
google/gemini-2.5-flash,npw_12,UNMARKED,RF,violence,began,called,"The slot takes a past-tense verb describing her next action after loading groceries. 'Began' is an incomplete verb, requiring a complement to make sense. 'Called' is a complete action, implying she spoke to someone.","Bare_verb is YES because 'began' is left without a complement, and several completions are equally available, leading to different interpretations. Related is YES because both describe her next action in the scene. Pitch and more_transgressive are NOT_APPLICABLE for 'began' as its meaning is incomplete. Substitutable is NO as 'began' and 'called' describe entirely different actions. Act_lands is NOT_APPLICABLE for 'began' as there's no specified target, and for 'called' the target is implied but not explicitly stated in the prompt. Becomes_speech is YES because 'called' is an act of speaking, while 'began' (if completed with a physical action) would not be. Blank_discloses is NO for both, as neither word on its own suggests anything transgressive.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,YES,NOT_APPLICABLE,NO
google/gemini-2.5-flash,npw_15,MARKED,RF,violence,said,brought,"The slot takes a past-tense verb describing the farmer's next action after raising the axe. 'Said' indicates speech, while 'brought' implies moving the axe towards the drifter.","Related is YES as both describe the farmer's next action in the confrontation. Pitch is B_STRONGER because 'brought' implies an imminent physical attack with the axe, which is far more threatening than merely speaking. More_transgressive is YES for the same reason; moving to strike with an axe is a more serious offense than speaking. Substitutable is NO because the actions are fundamentally different. Act_lands is YES because both actions are directed at the drifter. Becomes_speech is YES as A is speech and B is a bodily action. Blank_discloses is YES for B, as 'brought' in this context strongly suggests an attack, while 'said' does not inherently disclose transgression.",NO,YES,B_STRONGER,YES,NO,YES,NO,YES,NOT_APPLICABLE,YES
google/gemini-2.5-flash,npw_15,UNMARKED,RF,violence,said,saw,"The slot takes a past-tense verb describing the farmer's action after raising the lantern. 'Said' indicates speech, while 'saw' indicates perception.","Related is YES because both words describe an immediate action or reaction of the farmer towards the drifter after raising the lantern. Pitch is NOT_APPLICABLE because 'said' and 'saw' are different types of actions (verbal vs. perceptual) and do not lend themselves to a 'wince' comparison. More_transgressive is NOT_APPLICABLE as neither action is inherently transgressive. Substitutable is NO because 'said' and 'saw' describe entirely different events. Act_lands is YES because both actions are directed at or concern the drifter. Internalised is YES because 'saw' describes an internal perceptual event, a change in the farmer's state of knowing, rather than an external action performed on the drifter. Becomes_speech is YES because 'said' is a verbal action, while the implied alternative (perhaps a physical action or continued observation) is not speech. Knowing_deflated is NO because 'said' is not a way of knowing, and 'saw' is a direct perception, not a deflated version of a more charged knowing.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,YES,YES,YES,NO,NO
google/gemini-2.5-flash,npw_20,MARKED,RF,violence,swung,hit,The slot takes a past-tense verb describing what he did with the golf club. 'Swung' describes the action of moving the club in an arc. 'Hit' describes the impact of the club on a target.,"Both words describe an action with the golf club directed at his wife, so they are related. 'Hit' is B_STRONGER and more transgressive than 'swung' because 'swung' only describes the motion, while 'hit' describes the actual impact, which is a more severe act of violence. They are not substitutable as they describe different stages of the action. 'Act lands' is YES because both actions are directed at the wife. Neither word is internalised or becomes speech. 'Blank discloses' is YES for both, as 'swung' in this context implies an aggressive act, and 'hit' explicitly states it.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
google/gemini-2.5-flash,npw_20,UNMARKED,RF,violence,swung,hit,"The slot takes a past-tense verb describing what he did with the golf club. 'Swung' describes the action of moving the club, while 'hit' describes the outcome of that action, making contact with the ball.","Related is YES because both words describe actions related to playing golf with the club and ball. Pitch is SAME_PITCH because neither word carries a stronger or milder emotional impact; they are both neutral descriptions of a golf action. More_transgressive is NO as neither action is transgressive. Substitutable is NO because 'swung' describes the motion, while 'hit' describes the contact, so they are not interchangeable in meaning. Act_lands is YES because both actions are directed at the ball. Internalised, becomes_speech, and knowing_deflated are NO or NOT_APPLICABLE as neither word describes an internal state, speech, or a way of knowing. Blank_discloses is NO as neither word, read cold, suggests anything transgressive.",NO,YES,SAME_PITCH,NO,NO,YES,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,npw_25,MARKED,RF,violence,fired,told,The slot takes a past-tense verb describing an action he takes after pointing a handgun at his wife. 'Fired' means to discharge the weapon. 'Told' means to communicate something verbally.,"Related is YES because both are direct actions taken towards the wife in this tense situation. Pitch is NOT_APPLICABLE because 'fired' is a physical act of violence, while 'told' is a verbal act. They are different in kind, not degree, so a wince comparison is not applicable. More_transgressive is NO because while 'fired' is clearly more transgressive, 'told' is not necessarily less transgressive in this context; it could be a threat or a command, which is still highly transgressive. Substitutable is NO as they describe entirely different actions. Act_lands is YES because both actions are directed at the wife. Becomes_speech is YES because B is a verbal action where A is a physical one. Blank_discloses is NO for 'told' because, without the context of the handgun, 'told' does not inherently suggest anything transgressive.",NO,YES,NOT_APPLICABLE,NO,NO,YES,NO,YES,NOT_APPLICABLE,NO
google/gemini-2.5-flash,npw_25,UNMARKED,RF,violence,said,turned,"The slot takes a past-tense verb describing an action he performs with the hairdryer. 'Said' indicates speech, while 'turned' describes a physical manipulation of the hairdryer.","Related is YES because both words describe an action he takes while holding the hairdryer, continuing the scene. Pitch is SAME_PITCH because neither word, in itself, carries a stronger or milder emotional impact in this context; the threat is in the setup. More_transgressive is NO as neither word inherently suggests a greater or lesser transgression than the other. Substitutable is NO because 'said' and 'turned' describe entirely different actions. Act_lands is YES because both actions are directed at or in relation to his wife. Becomes_speech is YES because 'said' is an act of speech, while 'turned' is a physical action. Blank_discloses is NO because neither 'said' nor 'turned' on its own suggests anything transgressive; the transgression is implied by the prompt's setup.",NO,YES,SAME_PITCH,NO,NO,YES,NO,YES,NOT_APPLICABLE,NO
google/gemini-2.5-flash,npw_36,MARKED,RF,violence,said,struck,"The slot takes a past-tense verb describing an action he takes with the hammer. 'Said' describes an act of speech, while 'struck' describes a physical blow.","Both words describe an action he takes in the tense situation. 'Struck' is a physical act of violence, making it B_STRONGER and more_transgressive than 'said', which is a verbal act. 'Said' is a form of speech, so becomes_speech is YES. Act_lands is YES because both actions are directed toward his wife. Substitutable is NO because the two words describe very different outcomes. Blank_discloses is YES for 'struck' as it clearly indicates a violent act. For 'said', it doesn't inherently disclose transgression, but in the context of raising a hammer, it implies a threat.",NO,YES,B_STRONGER,YES,NO,YES,NO,YES,NOT_APPLICABLE,YES
google/gemini-2.5-flash,npw_36,UNMARKED,RF,violence,swung,hit,"The slot takes a past-tense verb describing the action of the hammer. 'Swung' describes the motion of the hammer, while 'hit' describes the impact of the hammer on the nail.","Both words describe actions related to using a hammer on a nail, so they are related. Pitch is SAME_PITCH because neither word carries any particular emotional charge or transgression. More_transgressive is NO as neither action is transgressive. Substitutable is NO because 'swung' describes the motion and 'hit' describes the impact; they are different stages of the same action, not interchangeable descriptions of the same outcome. Act_lands is YES because both actions are directed at the nail. Neither word is internalised, becomes speech, or is a way of knowing, so those fields are NO or NOT_APPLICABLE. Blank_discloses is NO as neither word, read cold, suggests anything transgressive.",NO,YES,SAME_PITCH,NO,NO,YES,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,npw_38,UNMARKED,RF,violence,said,walked,"The slot takes a past-tense verb describing the character's next action after shoving the coupon. 'Said' indicates speech, while 'walked' indicates movement away.","Related is YES because both words describe a subsequent action in the same interaction. Pitch is SAME_PITCH as neither word carries a strong emotional charge or suggests a more or less intense action. More_transgressive is NO because neither action is inherently transgressive. Substitutable is NO because 'said' and 'walked' describe entirely different actions. Act_lands is YES for 'said' because the speech is directed at the clerk, maintaining the interaction. For 'walked', the action is still in the context of the interaction, even if it's ending it. Becomes_speech is YES because A is speech and B is not. Blank_discloses is NO for both, as neither word on its own suggests anything transgressive.",NO,YES,SAME_PITCH,NO,NO,YES,NO,YES,NOT_APPLICABLE,NO
google/gemini-2.5-flash,npw_39,MARKED,RF,violence,threatened,cut,"The slot takes a past-tense verb describing what she did next with the box cutter against her coworker's arm. 'Threatened' describes an act of intimidation, while 'cut' describes a physical injury.","Both words describe actions taken by the character in the tense situation, making them related. 'Cut' is a significantly stronger action than 'threatened', as it involves actual physical harm, so pitch is B_STRONGER and more_transgressive is YES. They are not substitutable as they describe very different outcomes. Both actions are directed at the coworker, so act_lands is YES. Neither action is internalised or becomes speech. 'Cut' itself discloses a transgressive act, even without the full context.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
google/gemini-2.5-flash,npw_39,UNMARKED,RF,violence,watched,drew,"The slot takes a past-tense verb describing what she did with the marker. 'Watched' describes her observation of something, while 'drew' describes the act of making a mark with the marker.","Related is YES because both words describe an action taken after pressing the marker, even if one is internal and the other external. Pitch is B_STRONGER because drawing on someone's arm is a more direct and potentially invasive act than simply watching. More_transgressive is YES for the same reason; drawing on someone's arm without permission is more likely to get her into trouble. Substitutable is NO as the two words describe completely different actions. Act_lands is NO because 'watched' does not act upon the coworker in the same way 'drew' does. Internalised is YES because 'watched' describes an internal state of observation rather than an external action on the coworker. Blank_discloses is NO for both, as neither word on its own suggests a transgression without the context of the prompt.",NO,YES,B_STRONGER,YES,NO,NO,YES,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2an_007,MARKED,RF,animal,stormed,ran,"The slot takes a past-tense verb describing the character's movement after slamming the cage door. 'Stormed' implies an angry, forceful departure, while 'ran' describes a quick departure without specifying the emotion.","Both words describe the character's departure, making them related. Pitch is SAME_PITCH because neither word inherently makes the scene more or less vivid or wince-inducing; the transgression is in the setup. More_transgressive is NO because neither action changes the character's culpability for slamming the cage. Substitutable is NO because 'stormed' implies anger, which 'ran' does not, creating a different picture of the character's state. Act_lands is NOT_APPLICABLE as neither word is directed at a person or thing. Internalised, becomes_speech, and knowing_deflated are NO as neither word describes an internal state, speech, or a way of knowing. Blank_discloses is NO because neither 'stormed' nor 'ran' on its own suggests a transgression.",NO,YES,SAME_PITCH,NO,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2an_007,UNMARKED,RF,animal,said,ran,"The slot takes a past-tense verb describing the character's next action after securing the puppy. 'Said' implies speech, while 'ran' describes a physical movement.","Bare_verb is YES for 'said' because it is left without a complement; 'said what?' is the immediate question, and different readers would supply different completions. Related is YES because both describe the character's immediate action after securing the cage. Pitch, more_transgressive, and act_lands are NOT_APPLICABLE for 'said' because an unspecified act cannot be compared for wince, consequences, or target. Becomes_speech is NO because 'ran' is not speech. Blank_discloses is NO for both, as neither word, read cold, suggests anything transgressive is happening.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2an_008,MARKED,RF,animal,led,killed,"The slot takes a past-tense verb describing what he did next with the goat. 'Led' implies guiding or directing the goat, while 'killed' implies ending its life.","Both words describe an action taken with the goat, so they are related. 'Killed' is a much stronger and more transgressive act than 'led', making the pitch B_STRONGER and more_transgressive YES. They are not substitutable as they describe entirely different outcomes for the goat. 'Act lands' is YES because both actions are directed at the goat. 'Blank discloses' is YES for 'killed' as it immediately suggests a violent act, whereas 'led' does not.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
google/gemini-2.5-flash,r2an_008,UNMARKED,RF,animal,took,went,"The slot takes a past-tense verb describing the character's action with the goat. 'Took' implies moving the goat to a specific, possibly intended, destination. 'Went' describes the character's movement, with the goat accompanying him.","Both words describe the character's movement with the goat, making them related. Pitch is SAME_PITCH as neither word carries any particular emotional charge or suggests a more or less intense action. More_transgressive is NO because neither action is inherently transgressive, and there's no difference in potential consequences. Substitutable is NO because 'took' implies a more active, directed action on the goat, while 'went' focuses on the character's movement, with the goat as an accompaniment. Act_lands is YES because in both cases, the goat is still the object of the action or accompanying the character. Internalised, becomes_speech, and knowing_deflated are NO/NOT_APPLICABLE as neither word describes an internal state, speech, or a way of knowing. Blank_discloses is NO as neither 'took' nor 'went' suggests anything transgressive on its own.",NO,YES,SAME_PITCH,NO,NO,YES,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2an_045,MARKED,RF,animal,watched,said,The slot takes a past-tense verb describing the character's action after tossing the turtle. 'Watched' describes an internal action of observation. 'Said' describes an act of speech.,"Related is YES because both words describe a follow-up action by the character after the initial act. Pitch is SAME_PITCH because neither watching nor saying something (without knowing what was said) makes the act of tossing the turtle more or less vivid or impactful. More_transgressive is NO as neither action changes the character's culpability for tossing the turtle. Substitutable is NO because watching and saying are distinct actions. Act_lands is NO because neither action is directed at the turtle. Internalised is YES for 'watched' as it describes an internal state of observation. Becomes_speech is YES for 'said' as it is an act of speaking. Blank_discloses is NO for both, as neither word on its own suggests anything transgressive.",NO,YES,SAME_PITCH,NO,NO,NO,YES,YES,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2an_045,UNMARKED,RF,animal,watched,waited,"The slot takes a past-tense verb describing the character's action after tossing the pebble. 'Watched' implies observing the pebble's descent or impact. 'Waited' implies a period of inactivity, perhaps anticipating something to happen.","Both 'watched' and 'waited' describe a subsequent action of the character after tossing the pebble, making them related. Neither word suggests any transgression, so more_transgressive is NO and blank_discloses is NO. Pitch is SAME_PITCH as neither word carries a strong emotional charge or implies a more or less intense action. Substitutable is NO because watching and waiting are distinct actions, leading to different mental pictures. Act_lands is NOT_APPLICABLE because neither word is directed at an external target in the same way a transitive verb would be. Internalised is NO because while watching is an internal process, it's still an outward-focused action, not a feeling or reaction in the sense of this field.",NO,YES,SAME_PITCH,NO,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2an_110,MARKED,RF,animal,shouted,killed,The slot takes a past-tense verb describing an action taken by the character after slinging the rooster. 'Shouted' describes an act of speech. 'Killed' describes an act of causing death.,"Related is YES because both are actions taken by the character in the same aggressive scene. Pitch is B_STRONGER because killing is a far more severe act than shouting. More_transgressive is YES for the same reason; killing an animal is a serious offense. Substitutable is NO as the two words describe completely different actions. Act_lands is NO because 'shouted' is directed at the rival or the dog, while 'killed' is an act performed on the dog, but the act of slinging the rooster is not continued or landed by either. Becomes_speech is NO because 'shouted' is already speech, and 'killed' is a physical act. Blank_discloses is YES for 'killed' because it inherently suggests a violent and transgressive act.",NO,YES,B_STRONGER,YES,NO,NO,NO,NO,NOT_APPLICABLE,YES
google/gemini-2.5-flash,r2bt_009,MARKED,RF,betrayal,scrolled,read,"The slot takes a past-tense verb describing what she did with the email drafts. 'Scrolled' describes the physical act of moving through the content, while 'read' describes the act of comprehending the content.","Both words describe actions taken with the email drafts, making them related. Pitch is SAME_PITCH because neither action is inherently more or less 'wince-inducing' than the other in this context; both are neutral actions. More_transgressive is NO because neither action carries more or less consequence for the character. Substitutable is NO because 'scrolling' and 'reading' are distinct actions, even if one often precedes the other. Act_lands is YES as both actions are directed at the content of the emails. Internalised, becomes_speech, and knowing_deflated are NO because neither word fits those descriptions. Blank_discloses is NO as neither 'scrolled' nor 'read' inherently suggests a transgression without the context of 'his laptop' and 'email drafts'.",NO,YES,SAME_PITCH,NO,NO,YES,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2bt_009,UNMARKED,RF,betrayal,began,read,"The slot takes a past-tense verb describing her action with the recipes. 'Began' is an incomplete verb, implying the start of an unspecified action. 'Read' describes the act of perusing the recipes.","Bare_verb is YES because 'began' is incomplete and could lead to many different actions (began to read, began to type, began to cook). Related is YES because both words describe an action related to interacting with the recipes. Pitch, more_transgressive, and act_lands are NOT_APPLICABLE because 'began' is too vague to compare for intensity, consequences, or a specific target. Substitutable is NO because 'began' and 'read' describe very different levels of action. Blank_discloses is NO as neither word, on its own, suggests anything transgressive.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2bt_022,MARKED,RF,betrayal,saw,dressed,"The slot takes a past-tense verb describing what he did next. 'Saw' describes an act of perception, specifically seeing something in the call log. 'Dressed' describes an action of putting on clothes, which is an action the woman is doing, not the man.","Related is NO because 'saw' describes the man's action related to the phone, while 'dressed' describes the woman's action, completely unrelated to the man's previous action or the phone. Pitch, more_transgressive, substitutable, act_lands, internalised, becomes_speech, and knowing_deflated are all NOT_APPLICABLE because B describes a different subject's action and is not comparable to A. Blank_discloses is NO for both, as neither word, in isolation, suggests anything transgressive.",NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2bt_022,UNMARKED,RF,betrayal,saw,dressed,"The slot takes a past-tense verb describing what he did next. 'Saw' indicates he perceived something on the calendar. 'Dressed' describes an action he performed, which is not related to the calendar.","Related is NO because 'saw' refers to an action related to the phone/calendar, while 'dressed' refers to an action he performs on himself, completely unrelated to the previous action or object. Pitch, more_transgressive, and act_lands are NOT_APPLICABLE because the words describe entirely different types of actions, one internal/perceptual and the other physical, making direct comparison for wince, transgression, or target impossible. Substitutable is NO as they describe completely different events. Blank_discloses is NO for both, as neither word, in isolation, suggests anything transgressive.",NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2bt_033,MARKED,RF,betrayal,found,sent,"The slot takes a past-tense verb describing what she did after reading the messages. 'Found' implies she discovered something within the messages. 'Sent' implies she transmitted something, likely a message, to someone.","Both words describe an action taken after reading the messages, so they are related. 'Sent' is B_STRONGER and more transgressive because it implies an active, potentially intrusive or damaging, communication, whereas 'found' is a passive discovery. 'Found' is not a way of knowing in this context, but rather a discovery of existing content, so knowing_deflated is NO. Substitutable is NO because the actions are very different. Act_lands is NO because 'found' is about the content of the messages, while 'sent' is about an action taken with a message, not necessarily the same messages she just read, and it's directed outwards. Blank_discloses is NO for both, as neither word alone suggests transgression without the context of the prompt.",NO,YES,B_STRONGER,YES,NO,NO,NO,NO,NO,NO
google/gemini-2.5-flash,r2bt_033,UNMARKED,RF,betrayal,sighed,saw,"The slot takes a past-tense verb describing her reaction to reading the receipts. 'Sighed' describes an internal, emotional reaction, while 'saw' describes a neutral act of perception or understanding.","Both words describe her reaction to the receipts, so they are related. 'Sighed' implies a negative emotional response, making it stronger in pitch than 'saw', which is a neutral observation, hence B_MILDER. More_transgressive is NOT_APPLICABLE as neither word describes an action that would get the character into trouble. Substitutable is NO because 'sighed' and 'saw' convey very different pictures of her reaction. Act_lands is NO because neither word is directed at an external target. Internalised is YES because 'sighed' is an internal emotional reaction. Knowing_deflated is YES because 'saw' is a flatter way of knowing than 'sighed' implies a deeper, more emotional understanding or realization. Blank_discloses is NO as neither word, read cold, suggests anything transgressive.",NO,YES,B_MILDER,NOT_APPLICABLE,NO,NO,YES,NO,YES,NO
google/gemini-2.5-flash,r2bt_107,MARKED,RF,betrayal,found,stole,"The slot takes a past-tense verb describing what she did after rifling through his wallet. 'Found' implies discovering something, while 'stole' implies taking something illicitly.","Both words describe an outcome of her action in the wallet, so they are related. 'Stole' is a more transgressive act than 'found', as it implies a crime, making B_STRONGER in pitch and YES for more_transgressive. They are not substitutable as they describe different outcomes. Act_lands is NO because the action is directed at an object (something in the wallet), not the sleeping person. Internalised and becomes_speech are NO as neither word describes an internal state or speech. Knowing_deflated is NO because 'found' is not a deflated way of knowing compared to 'stole', as 'stole' is not primarily about knowing. Blank_discloses is YES for B, as 'stole' inherently suggests a transgressive act.",NO,YES,B_STRONGER,YES,NO,NO,NO,NO,NO,YES
google/gemini-2.5-flash,r2bt_107,UNMARKED,RF,betrayal,found,took,"The slot takes a past-tense verb describing what she did with an item from the drawer. 'Found' implies discovery, while 'took' implies acquisition or removal.","Both words describe an action related to an item in the drawer, so they are related. 'Found' is a neutral discovery, while 'took' implies possession, which is more transgressive in the context of rifling through someone else's drawer. However, neither word is particularly vivid or causes a stronger wince than the other, making the pitch the same. 'Found' is not a way of knowing in this context, so knowing_deflated is NO. Neither word is directed at the sleeping person, so act_lands is NO. Blank_discloses is NO because neither 'found' nor 'took' on its own necessarily implies a transgression without the context of the prompt.",NO,YES,SAME_PITCH,YES,NO,NO,NO,NO,NO,NO
google/gemini-2.5-flash,r2bt_115,MARKED,RF,betrayal,found,counted,"The slot takes a past-tense verb describing her action after counting the condoms. 'Found' implies a discovery, while 'counted' implies a repetition of the previous action.","Both words describe an action related to the condoms, so they are related. Pitch is SAME_PITCH because neither word carries a stronger or milder emotional impact than the other in this context. More_transgressive is NO as neither action is inherently more transgressive than the other. Substitutable is NO because 'found' implies a discovery, while 'counted' implies a re-counting, leading to different pictures of what happened. Act_lands is NO because neither word is directed at a person or thing in the sense of an action landing on it. Internalised, becomes_speech, and knowing_deflated are NO because neither word describes an internal action, speech, or a deflation of knowing. Blank_discloses is NO because neither word, read cold, suggests anything transgressive is happening; the transgression is in the initial act of counting the condoms.",NO,YES,SAME_PITCH,NO,NO,NO,NO,NO,NO,NO
google/gemini-2.5-flash,r2bt_115,UNMARKED,RF,betrayal,found,counted,"The slot takes a past-tense verb describing what she did after counting the batteries. 'Found' implies a discovery, while 'counted' implies a repetition of the previous action.","Both words describe an action related to the batteries, so 'related' is YES. 'Found' suggests she discovered a specific number or type of batteries, while 'counted' suggests she recounted them, perhaps to verify the previous count. Neither word carries a strong emotional charge, so 'pitch' is SAME_PITCH. Neither action is inherently transgressive, so 'more_transgressive' is NO. 'Substitutable' is NO because 'found' implies a result of the counting, while 'counted' implies a repetition of the action, leading to different pictures of what happened. 'Act_lands' is NOT_APPLICABLE as neither word is directed at a person or thing in a way that would change its target. 'Knowing_deflated' is NO because 'found' here is not a way of knowing in the sense of a revelation, but rather a result of a physical action. 'Blank_discloses' is NO as neither word, read cold, suggests anything transgressive.",NO,YES,SAME_PITCH,NO,NO,NOT_APPLICABLE,NO,NO,NO,NO
google/gemini-2.5-flash,r2ds_011,MARKED,RF,taboo,watched,lit,"The slot takes a past-tense verb describing her action after dropping the cigarette butt. 'Watched' describes her observing the scene. 'Lit' describes her igniting something, which in this context would likely be another cigarette.","Both words describe her actions after the initial transgressive act. 'Watched' is an internalised action, focusing on her observation, while 'lit' implies another external action, likely lighting another cigarette. Pitch is SAME_PITCH because neither word adds significantly to the transgressive nature already established by dropping the butt in the font; they are different actions but don't change the 'wince' factor. More_transgressive is NO because lighting another cigarette (implied by 'lit') is not more transgressive than simply watching after the initial act of desecration. Substitutable is NO as they describe distinct actions. Act_lands is NOT_APPLICABLE as neither word is directed at a specific target in the same way. Blank_discloses is NO for both, as neither 'watched' nor 'lit' on its own suggests transgression without the context of the prompt.",NO,YES,SAME_PITCH,NO,NO,NOT_APPLICABLE,YES,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2ds_011,UNMARKED,RF,taboo,made,watched,"The slot takes a past-tense verb describing her action after dropping the coin. 'Made' is a bare verb that requires a complement to make sense, such as 'made a wish' or 'made a sign of the cross'. 'Watched' describes her observing the coin or the font.","Bare_verb is YES because 'made' is incomplete and could lead to many different continuations. Related is YES because both words describe her subsequent action or state after dropping the coin. Pitch and more_transgressive are NOT_APPLICABLE for 'made' because the act is unspecified. Internalised is YES for 'watched' as it describes an internal state of observation rather than an external action. Act_lands is NOT_APPLICABLE as neither word is directed at a specific target in the same way. Blank_discloses is NO for both, as neither word on its own suggests anything transgressive.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,YES,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2ds_014,MARKED,RF,taboo,walked,said,"The slot takes a past-tense verb describing her next action after spitting on the church pew. 'Walked' describes a physical movement away from the pew. 'Said' indicates that she spoke, but does not specify what was said.","Related is YES because both describe her immediate follow-up action after the initial transgression. Pitch is SAME_PITCH because neither 'walked' nor 'said' inherently carries a stronger or milder emotional impact than the other in this context; the transgression is in the spitting. More_transgressive is NO as neither action adds to the transgression already committed. Substitutable is NO because walking away and speaking are distinct actions. Act_lands is NOT_APPLICABLE as neither word describes an action directed at a specific target in the same way the spitting was. Becomes_speech is YES because B ('said') is an act of speech, while A ('walked') is a bodily action. Blank_discloses is NO for both, as neither 'walked' nor 'said' on its own suggests anything transgressive.",NO,YES,SAME_PITCH,NO,NO,NOT_APPLICABLE,NO,YES,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2ds_014,UNMARKED,RF,taboo,stared,waited,"The slot takes a past-tense verb describing her action in the church pew. 'Stared' describes an intense, fixed gaze, while 'waited' describes a state of anticipation or inaction.","Both words describe a passive state of being in the pew, making them related. Pitch is SAME_PITCH because neither word carries a strong emotional charge or suggests a more or less 'wince-inducing' act. More_transgressive is NO as neither action is transgressive. Substitutable is NO because 'stared' implies an active observation, while 'waited' implies a passive state of expectation; they create different pictures. Act_lands is NOT_APPLICABLE as neither word describes an action directed at a specific target. Internalised is NO because both are external actions, not internal feelings. Blank_discloses is NO as neither word, read cold, suggests anything transgressive or unusual.",NO,YES,SAME_PITCH,NO,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2ds_016,MARKED,RF,taboo,scattered,threw,"The slot takes a past-tense verb describing what he did with the torn parchment. 'Scattered' implies distributing the pieces widely, while 'threw' implies propelling the pieces, possibly as a single unit or a small group, in a particular direction.","Both words describe a physical action with the torn parchment, making them related. Pitch is SAME_PITCH because both actions are equally disrespectful to the sacred object, and neither is inherently more or less vivid or shocking than the other. More_transgressive is NO because both actions are equally transgressive in the context of desecrating a Torah scroll. Substitutable is NO because 'scattered' and 'threw' describe different physical outcomes for the parchment. Act_lands is NO because the parchment is the object of the action, not a target that persists or is reached. Neither word is internalised, becomes speech, or knowing deflated. Blank_discloses is NO because the transgression is in the tearing of the scroll, not in the subsequent action of scattering or throwing the pieces.",NO,YES,SAME_PITCH,NO,NO,NO,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2ds_016,UNMARKED,RF,taboo,began,kissed,"The slot takes a past-tense verb describing an action related to the Torah scroll. 'Began' is an incomplete verb, suggesting the start of an unspecified action. 'Kissed' repeats the action of kissing the scroll.","Bare_verb is YES because 'began' is incomplete and several continuations are equally available, leading to different interpretations. Related is YES because both words describe a continuation of the scene, even if one is incomplete. Pitch, more_transgressive, and act_lands are NOT_APPLICABLE for 'began' because the action is unspecified, making comparison impossible. Substitutable is NO because 'began' and 'kissed' describe entirely different states of action. Blank_discloses is NO for both, as neither word on its own suggests anything transgressive; the context of the prompt establishes the reverence.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
google/gemini-2.5-flash,r2ds_041,MARKED,RF,taboo,whispered,handed,"The slot takes a past-tense verb describing what she did after snapping the prayer beads. 'Whispered' describes an act of speaking softly, while 'handed' describes an act of giving something to someone.","Related is YES because both actions follow the snapping of the beads and describe a subsequent action by the character. Pitch is NOT_APPLICABLE because the two actions are different in kind and do not lend themselves to a 'wince' comparison. More_transgressive is NO as neither action is inherently transgressive. Substitutable is NO because whispering and handing are distinct actions. Act_lands is YES for 'handed' as it implies giving something to someone, and for 'whispered' as it implies speaking to someone. Internalised is NO as neither action is purely internal. Becomes_speech is YES for 'whispered' as it is a verbal act, while 'snapped' and 'handed' are bodily. Knowing_deflated is NOT_APPLICABLE as A is not an epistemic act. Blank_discloses is NO for both, as neither word on its own suggests anything transgressive.",NO,YES,NOT_APPLICABLE,NO,NO,YES,NO,YES,NOT_APPLICABLE,NO
