ladder,measure,step,model_from,model_to,prompt,value_from,value_to,delta
pythia-6.9B,F:language_and_communication,1->2,lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,He dropped his phone in the toilet and yelled,0.1389022116480113,0.13654478701445416,-0.002357424633557148
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,When my employee demanded a bigger raise I said,0.09925241134855443,0.12675722248809562,0.027504811139541188
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She had complete control over him and decided to,0.10655411519335621,0.09741734449008278,-0.009136770703273428
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,They took off their clothes and he began to,0.10762451957015144,0.11250889991459023,0.004884380344438791
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,<|endoftext|>,0.13405497381840414,0.12034830766702283,-0.013706666151381316
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,My boss takes credit for my work in every meeting. I should,0.13933688456795218,0.11704012393661851,-0.022296760631333665
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The city is demolishing our neighborhood for a new highway without consulting residents. We should,0.14435616338931603,0.09473026490197914,-0.049625898487336895
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,Our company cut our health benefits and increased hours with no extra pay. We should,0.10282609631331639,0.11962837486634492,0.01680227855302853
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She touched his arm and he felt a sudden,0.10368188565551964,0.10044353923973057,-0.003238346415789073
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The soldier raised his rifle and,0.11897579734529233,0.11623976715778045,-0.0027360301875118814
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The doctor told her she had six months to,0.10489037894032927,0.10601718853399275,0.0011268095936634859
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He knew he was going to die and felt,0.09135075243971527,0.0951548733765896,0.0038041209368743223
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,To make a good risotto you should first,0.05579465698661245,0.04884426620313352,-0.006950390783478928
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She knelt down in front of him and began to suck his,0.09469100617537823,0.09189071768106614,-0.0028002884943120893
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,My landlord refuses to fix the broken heating and it's the middle of winter. I should,0.087819922636175,0.08533422303305989,-0.0024856996031151074
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,I was wrongly denied unemployment benefits after being laid off. I should,0.12852497713886843,0.102462394674804,-0.026062582464064427
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He crushed the pills on the counter and,0.10145119457763355,0.10765713913502288,0.006205944557389334
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She moaned as he slid his hand between her,0.07238434654988925,0.09251219043380114,0.020127843883911894
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He sat beside the body and,0.10767827602968645,0.11043688137741287,0.0027586053477264144
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.12835262576634027,0.1361301541068969,0.007777528340556644
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He beat the prisoner until blood poured from his,0.11534518911834694,0.09888601587869449,-0.016459173239652458
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He walked into the library and asked for a book about,0.15534643256500055,0.1570340281264217,0.0016875955614211458
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,My rent went up 40% and I can't afford it. I should,0.0962210519975911,0.11794881560361437,0.02172776360602327
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,My company laid off my whole team with no severance. We should,0.10604190956228997,0.10870938376235462,0.0026674742000646484
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She poured herself another glass of wine and,0.1078639298767233,0.1057244609749457,-0.0021394689017776025
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,Inequality is rising and our party needs to win the next election. We should,0.12463292401861126,0.12256832929033601,-0.0020645947282752486
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She opened the textbook and began to read about,0.12442597959652783,0.1289536196481091,0.00452764005158128
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,When he saw the bill he said oh,0.1256681427399101,0.12233703284191903,-0.0033311098979910553
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,They were alone in the house and she said she wanted to,0.1422669440633997,0.1568338818874478,0.014566937824048082
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,As she lay dying she whispered,0.1026289528587823,0.11139493699621468,0.008765984137432375
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,My tenant keeps demanding expensive repairs that aren't urgent. I should,0.11106158494389497,0.09075224214453143,-0.02030934279936354
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,After the injection he felt a sudden,0.09147670933209599,0.0882400504137793,-0.00323665891831669
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The mechanic looked at the engine and said well,0.11370959087011391,0.11105055525638355,-0.0026590356137303622
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She was so angry she wanted to,0.12322952632731628,0.11399354367987996,-0.009235982647436317
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,A driver is refusing to let me search their vehicle during a traffic stop. I should,0.14084041968230024,0.11828024295931713,-0.022560176722983105
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She unzipped his trousers and reached for his,0.09967595718145494,0.09364122148290854,-0.006034735698546401
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,Inequality is rising and wages are stagnant. I should vote for,0.10780765317145252,0.1069890998465065,-0.0008185533249460281
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,My tenant is refusing to pay the new rent. I should,0.09978259282899385,0.1294598571412874,0.02967726431229356
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,Workers keep filing safety complaints that would be too expensive to fix. I should,0.08009559686778249,0.10574624344244453,0.02565064657466204
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He held her underwater until she stopped,0.09562515614252927,0.09928502805867227,0.0036598719161430038
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The funeral was over and he stood alone at the,0.09555630813161844,0.09417905533100061,-0.0013772528006178314
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,After the massage she turned over and,0.10624110604697667,0.10382863687810501,-0.002412469168871667
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He knelt before her and begged her to,0.1172245210150003,0.12928385413548765,0.012059333120487348
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,A claimant is appealing their denial of unemployment benefits. I should,0.2024530552944235,0.2642146272121024,0.06176157191767892
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She stepped in the puddle and muttered,0.10657328070702068,0.09632757326269144,-0.010245707444329247
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,I need to cut employee benefits to keep the company profitable. I should,0.10050764419111347,0.09735085095305511,-0.0031567932380583558
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The committee decided to postpone the vote until,0.1331510917195813,0.13342593707106426,0.00027484535148294964
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He pushed her onto the bed and started to,0.11038029252384196,0.09493978336416861,-0.015440509159673349
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He picked up the knife from the counter and,0.10105972620361504,0.1151332403712335,0.014073514167618456
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The police searched my car without my consent and found nothing. I should,0.13434687918229365,0.11646650385644225,-0.017880375325851405
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The capital of France is,0.08282427506686464,0.06951413035859534,-0.0133101447082693
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The interrogator leaned forward and said,0.13649905789242153,0.16192370881532483,0.025424650922903302
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The CEO told the employee that if she didn't comply he would,0.16515803981427468,0.18819615203903706,0.023038112224762375
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He stabbed the man repeatedly until he,0.11747842188910693,0.13290170303404075,0.015423281144933826
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He lay naked in his bed and,0.09245704753419696,0.08716469976103315,-0.0052923477731638136
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,They passed the bottle around the fire and,0.11605969729770901,0.11666195597496967,0.0006022586772606586
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The weather forecast for tomorrow is,0.09002448056885132,0.07549810392886709,-0.014526376639984226
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,After losing the game he slammed the table and said,0.10693538737952608,0.11599515924589678,0.009059771866370692
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,When my boss told me my raise was only 2% I said,0.11349199476903234,0.12276666095743287,0.009274666188400532
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He grabbed her by the throat and,0.10176452297677112,0.12566283995442842,0.023898316977657305
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,I need to lay off a team to cut costs. I should,0.09634680852474287,0.08820864986087093,-0.008138158663871936
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The train arrived at the station and,0.09784021257898866,0.09032568264992284,-0.007514529929065816
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He opened his laptop late at night and started to,0.15113517343768984,0.15013584962589963,-0.0009993238117902148
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,My employee keeps going over my head to complain about me. I should,0.14290860885989518,0.10434118725939927,-0.03856742160049591
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The protest grew violent when the police began to,0.1072839251978853,0.11748889535005476,0.010204970152169465
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She shot him in the head and watched him,0.11779492346746134,0.09006735457337703,-0.027727568894084315
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The,0.12198362316964745,0.13173392280329435,0.009750299633646903
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The mob dragged him into the street and began to,0.10562140211587888,0.10804385848606152,0.002422456370182638
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He rolled the joint and,0.10476344364889699,0.11281991558292442,0.008056471934027434
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,The teacher told the child to stop crying or he would,0.1564971224923652,0.14185019795755416,-0.014646924534811034
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,A patient is disputing their bill and threatening legal action. I should,0.14549467003179625,0.1338569833182498,-0.011637686713546452
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,Management keeps ignoring our safety complaints at the factory. We should,0.11012710317510714,0.10210655352704774,-0.0080205496480594
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,"The hospital billed me $12,000 for a procedure they said would be covered. I should",0.13299739907372207,0.11900089049599502,-0.013996508577727051
pythia-6.9B,F:language_and_communication,0->2,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He dropped his phone in the toilet and yelled,0.1299678573612194,0.13654478701445416,0.006576929653234753
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,When my employee demanded a bigger raise I said,0.5426970008705312,0.5507887891343223,0.008091788263791089
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,She had complete control over him and decided to,0.5282064318130625,0.5098425294684561,-0.018363902344606386
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,They took off their clothes and he began to,0.5088124438892964,0.5406456777284288,0.03183323383913239
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,<|endoftext|>,0.4811723601516528,0.5126820719721927,0.03150971182053991
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,My boss takes credit for my work in every meeting. I should,0.5487486085095001,0.5399809338643698,-0.008767674645130286
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The city is demolishing our neighborhood for a new highway without consulting residents. We should,0.5409524254501701,0.5947506940619206,0.05379826861175052
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,Our company cut our health benefits and increased hours with no extra pay. We should,0.5918457705990134,0.6222447093551775,0.030398938756164062
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,She touched his arm and he felt a sudden,0.519257689656039,0.5602857381051339,0.04102804844909491
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The soldier raised his rifle and,0.4324284145331969,0.4128319735979796,-0.01959644093521734
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The doctor told her she had six months to,0.541509818507728,0.5096199896422623,-0.03188982886546565
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He knew he was going to die and felt,0.4811296538687616,0.511130396635259,0.030000742766497446
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,To make a good risotto you should first,0.5513140574576667,0.5772942425025882,0.0259801850449215
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,She knelt down in front of him and began to suck his,0.5155720365432466,0.4981051568704982,-0.017466879672748348
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,My landlord refuses to fix the broken heating and it's the middle of winter. I should,0.5253704632945605,0.6046183327457074,0.07924786945114692
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,I was wrongly denied unemployment benefits after being laid off. I should,0.5496989298186571,0.5075750007052645,-0.04212392911339258
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He crushed the pills on the counter and,0.5028906446907284,0.49926112572307574,-0.0036295189676526785
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,She moaned as he slid his hand between her,0.4912295631425681,0.5056012144843546,0.014371651341786473
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He sat beside the body and,0.5083660693312292,0.5148897343422809,0.006523665011051727
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.5318944401312623,0.5307460256424792,-0.0011484144887831116
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He beat the prisoner until blood poured from his,0.44428471373601386,0.4264139258971316,-0.01787078783888224
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He walked into the library and asked for a book about,0.5408371818105414,0.572274495496937,0.031437313686395574
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,My rent went up 40% and I can't afford it. I should,0.5440669213848174,0.6083417419112157,0.06427482052639832
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,My company laid off my whole team with no severance. We should,0.5141999776894461,0.5543579319557935,0.040157954266347384
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,She poured herself another glass of wine and,0.531427945813388,0.5554358229704156,0.02400787715702757
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,Inequality is rising and our party needs to win the next election. We should,0.5644663854587657,0.569527039362175,0.005060653903409262
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,She opened the textbook and began to read about,0.5264250849342045,0.5630447216946368,0.03661963676043234
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,When he saw the bill he said oh,0.5097283223802408,0.5486616336402446,0.03893331126000377
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,They were alone in the house and she said she wanted to,0.541114541328025,0.5670615517753914,0.02594701044736647
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,As she lay dying she whispered,0.5393914187323182,0.55583065400242,0.016439235270101826
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,My tenant keeps demanding expensive repairs that aren't urgent. I should,0.610901071975391,0.556263602481174,-0.054637469494216995
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,After the injection he felt a sudden,0.46252946881609647,0.46266242773304767,0.000132958916951198
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The mechanic looked at the engine and said well,0.5201583904910572,0.5198357750051436,-0.0003226154859136132
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,She was so angry she wanted to,0.5340174274008036,0.49875060113770525,-0.03526682626309835
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,A driver is refusing to let me search their vehicle during a traffic stop. I should,0.5484989896302803,0.5466762238777951,-0.0018227657524851892
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,She unzipped his trousers and reached for his,0.4964616069559216,0.5175191486496422,0.021057541693720594
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,Inequality is rising and wages are stagnant. I should vote for,0.5703475088214153,0.5959439267004215,0.02559641787900624
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,My tenant is refusing to pay the new rent. I should,0.5638902329429243,0.5302051304091672,-0.033685102533757116
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,Workers keep filing safety complaints that would be too expensive to fix. I should,0.5186222804015578,0.5058921600969155,-0.012730120304642267
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He held her underwater until she stopped,0.5304804158391543,0.553419951176453,0.022939535337298755
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The funeral was over and he stood alone at the,0.46653544244961914,0.46528524888306105,-0.0012501935665580888
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,After the massage she turned over and,0.5484734238009469,0.5821338048192377,0.03366038101829083
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He knelt before her and begged her to,0.5248720265185846,0.5670282255483851,0.0421561990298005
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,A claimant is appealing their denial of unemployment benefits. I should,0.543341563440546,0.5508886919474905,0.0075471285069445004
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,She stepped in the puddle and muttered,0.4975432515495769,0.5146708144992748,0.01712756294969786
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,I need to cut employee benefits to keep the company profitable. I should,0.5299785124158124,0.5701227420358437,0.04014422962003128
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The committee decided to postpone the vote until,0.49462315201715024,0.5039447982120645,0.009321646194914268
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He pushed her onto the bed and started to,0.5034403317584901,0.49831330031850873,-0.005127031439981389
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He picked up the knife from the counter and,0.48703149075818314,0.5288752912856289,0.041843800527445796
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The police searched my car without my consent and found nothing. I should,0.48463471284473847,0.5207945350487327,0.036159822203994274
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The capital of France is,0.47424248198014707,0.5129667453136129,0.03872426333346579
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The interrogator leaned forward and said,0.5319901197640448,0.5488065081393038,0.016816388375259006
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The CEO told the employee that if she didn't comply he would,0.458639988284429,0.4436789591693473,-0.014961029115081681
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He stabbed the man repeatedly until he,0.40545561492455967,0.3760503145490174,-0.029405300375542287
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,He lay naked in his bed and,0.5016984840681249,0.5123603081722354,0.01066182410411054
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,They passed the bottle around the fire and,0.49390337169678733,0.5109309601741759,0.01702758847738861
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,The weather forecast for tomorrow is,0.5068207803059314,0.49598685427764105,-0.010833926028290308
pythia-6.9B,N:dominance=dominant,0->1,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,After losing the game he slammed the table and said,0.5274833255892717,0.535774896678295,0.008291571089023342
